"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Puerto Rico",2009,0.108248914995687,-0.906589694862763,2.42189820618717,"10.8%","-90.7%","242.2%"
"Qatar",2009,-0.344361163353755,-0.721630352807684,0.121634425692772,"-34.4%","-72.2%","12.2%"
"Romania",2009,-0.134271345208895,-0.385850740563653,0.159525828153814,"-13.4%","-38.6%","16%"
"Russia",2009,-0.0296394004138841,-0.231904096136451,0.195739901831256,"-3%","-23.2%","19.6%"
"Saudi Arabia",2009,0.184798362049267,-0.0848777925230914,0.496396307612126,"18.5%","-8.5%","49.6%"
"Serbia",2009,0.254629778784089,-0.333602695774303,1.08228297699844,"25.5%","-33.4%","108.2%"
"Singapore",2009,-0.0577421747930255,-0.436789289687035,0.40883714033819,"-5.8%","-43.7%","40.9%"
"Slovakia",2009,-0.477781100461354,-1,Inf,"-47.8%","-100%","Inf%"
"South Africa",2009,-0.144309098849545,-0.327486680584522,0.0593619247506312,"-14.4%","-32.7%","5.9%"
"South Korea",2009,0.080615857932314,-0.69428337261539,1.47309707459473,"8.1%","-69.4%","147.3%"
"Spain",2009,-0.472384206588268,-0.792430871458863,-0.100550300203477,"-47.2%","-79.2%","-10.1%"
"Syria",2009,0.289337243918318,-0.52897060240016,1.68759940617741,"28.9%","-52.9%","168.8%"
"Taiwan",2009,0.124177895775886,-0.764352667923824,1.738604961394,"12.4%","-76.4%","173.9%"
"Thailand",2009,0.0417750110341488,-0.98446035868324,2.72539786168464,"4.2%","-98.4%","272.5%"
"Trinidad",2009,0.138020434289634,3.88660645690104,Inf,"13.8%","388.7%","Inf%"
"Turkey",2009,0.159796437145493,-0.212233107896109,0.61173910258663,"16%","-21.2%","61.2%"
"Turkmenistan",2009,-0.122006198047383,-1,Inf,"-12.2%","-100%","Inf%"
"UK",2009,0.0626169064357367,-1,Inf,"6.3%","-100%","Inf%"
"USA",2009,-0.384564504626881,-0.507646448165911,-0.25341504255096,"-38.5%","-50.8%","-25.3%"
"Ukraine",2009,-0.112630115643608,-0.433616144386049,0.273052831697786,"-11.3%","-43.4%","27.3%"
"United Arab Emirates",2009,-0.152157497237962,-0.553360906723359,0.344292730331135,"-15.2%","-55.3%","34.4%"
"Uzbekistan",2009,-0.117594575675429,-0.440565190801152,0.259570448316654,"-11.8%","-44.1%","26%"
"Venezuela",2009,0.254043391823808,-0.242613199507215,0.905464829657426,"25.4%","-24.3%","90.5%"
"Zambia",2009,0.766953531255201,-0.325912404663313,2.67856759083384,"76.7%","-32.6%","267.9%"
"Zimbabwe",2009,-0.1091042695738,-0.992055413338731,1.44466708302331,"-10.9%","-99.2%","144.5%"
"Albania",2010,0.0534607706756021,-1,Inf,"5.3%","-100%","Inf%"
"Armenia",2010,-0.0438920154479906,-1,Inf,"-4.4%","-100%","Inf%"
"Aruba",2010,-0.688084115786159,-1,0.308486283783869,"-68.8%","-100%","30.8%"
"Australia",2010,0.00158467208727275,-0.237051846494062,0.270584060746306,"0.2%","-23.7%","27.1%"
"Bangladesh",2010,0.577911004577375,-1,Inf,"57.8%","-100%","Inf%"
"Belarus",2010,0.080022475208579,-1,Inf,"8%","-100%","Inf%"
"Bosnia and Herzegovina",2010,-0.254992554522922,-0.680557201278022,0.287725468854618,"-25.5%","-68.1%","28.8%"
"Botswana",2010,-0.160352898533128,-0.632400965369205,0.448170491275862,"-16%","-63.2%","44.8%"
"Brazil",2010,0.466678727297286,-0.724858471038599,3.0633244705269,"46.7%","-72.5%","306.3%"
"Bulgaria",2010,-0.190911631161488,-0.540475453392531,0.229567746577624,"-19.1%","-54%","23%"
"Canada",2010,-0.153685595791703,-0.650316544448635,0.506469319070527,"-15.4%","-65%","50.6%"
"Chile",2010,0.193927342719522,-0.61437315862305,1.51749257393475,"19.4%","-61.4%","151.7%"
"China",2010,0.124755536063309,-0.000453604717073675,0.257865097237485,"12.5%","0%","25.8%"
"Colombia",2010,0.128439008763184,-0.971269593212428,3.17229006349676,"12.8%","-97.1%","317.2%"
"Croatia",2010,-0.114053433960658,-1,Inf,"-11.4%","-100%","Inf%"
"Cuba",2010,0.0910121600458254,-0.195108280731984,0.423281158024037,"9.1%","-19.5%","42.3%"
"Curacao",2010,-0.407507902610433,-0.967383100218964,0.405338117083679,"-40.8%","-96.7%","40.5%"
"Cyprus",2010,-0.0680347545031325,-1,Inf,"-6.8%","-100%","Inf%"
"Czech Republic",2010,-0.158492857326508,-1,Inf,"-15.8%","-100%","Inf%"
"Egypt",2010,-0.311741945701917,-0.76283076322664,0.287190452282849,"-31.2%","-76.3%","28.7%"
"Estonia",2010,-0.279204161340077,-1,Inf,"-27.9%","-100%","Inf%"
"France",2010,-0.3016205644653,-1,1.30167058659271,"-30.2%","-100%","130.2%"
"Georgia",2010,-0.245410638741109,-1,Inf,"-24.5%","-100%","Inf%"
"Germany",2010,-0.469332862140164,-1,0.726195823724978,"-46.9%","-100%","72.6%"
"Greece",2010,-0.385452395887644,-0.65227439635492,-0.0772351815846932,"-38.5%","-65.2%","-7.7%"
"Guatemala",2010,0.0766429090493264,4.15229859020303,Inf,"7.7%","415.2%","Inf%"
"Honduras",2010,0.0705740507350532,-0.990235160914943,2.51391253982094,"7.1%","-99%","251.4%"
"India",2010,-0.0649302426702262,-0.180008138358968,0.0574510402727384,"-6.5%","-18%","5.7%"
"Indonesia",2010,0.049156479747182,-0.39134534322264,0.617530110244164,"4.9%","-39.1%","61.8%"
"Iran",2010,0.0393284274236845,-0.143326943216508,0.239965580021257,"3.9%","-14.3%","24%"
"Iraq",2010,0.0212619719649951,-0.454957656519946,0.650325257884851,"2.1%","-45.5%","65%"
"Israel",2010,0.449755082781933,-0.481024355956843,1.93976963329503,"45%","-48.1%","194%"
"Italy",2010,-0.768241462781937,-1,0.177629557192097,"-76.8%","-100%","17.8%"
"Jamaica",2010,-0.0856334661415729,-0.908991247431547,1.50163434186007,"-8.6%","-90.9%","150.2%"
"Jordan",2010,0.0365316637611435,-0.896747051370277,1.94498261343847,"3.7%","-89.7%","194.5%"
"Kazakhstan",2010,-0.0874679303635788,-0.49389536238021,0.428375892135627,"-8.7%","-49.4%","42.8%"
"Kuwait",2010,-0.0251114531835691,-0.501714390099979,0.600595408882802,"-2.5%","-50.2%","60.1%"
"Lebanon",2010,-0.449332763714632,-1,Inf,"-44.9%","-100%","Inf%"
"Macedonia (FYROM)",2010,0.0138414787017975,3.38482255225602,Inf,"1.4%","338.5%","Inf%"
"Mali",2010,0.21350634842162,-1,Inf,"21.4%","-100%","Inf%"
"Mexico",2010,-0.175946051402262,-0.350453301035057,0.0163721529344607,"-17.6%","-35%","1.6%"
"Morocco",2010,0.0400749782669323,-0.477920287150588,0.711465324880291,"4%","-47.8%","71.1%"
"Namibia",2010,0.934479648067826,8.37971179310946,Inf,"93.4%","838%","Inf%"
"Oman",2010,0.487512199245099,-0.807020046578308,3.57825944001161,"48.8%","-80.7%","357.8%"
"Pakistan",2010,-0.0214349380518117,-0.372532580868055,0.410221512933164,"-2.1%","-37.3%","41%"
"Peru",2010,-0.817284611993196,-1,-0.191359485512251,"-81.7%","-100%","-19.1%"
"Poland",2010,0.251019768892167,-0.937236923184863,3.39968579868157,"25.1%","-93.7%","340%"
"Portugal",2010,-0.314574986998413,-1,Inf,"-31.5%","-100%","Inf%"
"Puerto Rico",2010,-0.189363256367333,-1,1.44634728071864,"-18.9%","-100%","144.6%"
"Qatar",2010,0.210077933144757,-0.511294397162087,1.32214684118464,"21%","-51.1%","132.2%"
"Romania",2010,-0.294963980455278,-0.605807216662952,0.0529732849090629,"-29.5%","-60.6%","5.3%"
"Russia",2010,-0.0140380902577445,-0.232906204326057,0.230230325021483,"-1.4%","-23.3%","23%"
"Saudi Arabia",2010,-0.0532397410127514,-0.257933009913236,0.175795389743283,"-5.3%","-25.8%","17.6%"
"Serbia",2010,0.137388126664539,-0.344934967152412,0.7603269595446,"13.7%","-34.5%","76%"
"Singapore",2010,-0.00304032682762267,-0.452760938674844,0.56080738124146,"-0.3%","-45.3%","56.1%"
"Slovakia",2010,1.72278637973748,-1,Inf,"172.3%","-100%","Inf%"
"South Africa",2010,-0.0207543953686046,-0.24190143270434,0.228094056604703,"-2.1%","-24.2%","22.8%"
"South Korea",2010,-0.0987216946376267,-0.748827132409309,0.884975314100193,"-9.9%","-74.9%","88.5%"
"Spain",2010,-0.260514245267623,-0.907746667948105,0.685171910667283,"-26.1%","-90.8%","68.5%"
"Syria",2010,-0.277654920578973,-0.755482512348482,0.370883233546417,"-27.8%","-75.5%","37.1%"
"Taiwan",2010,0.431105737998324,-0.571043046055946,2.26328563483887,"43.1%","-57.1%","226.3%"
"Thailand",2010,-0.0761612701092466,-1,2.33948165766942,"-7.6%","-100%","233.9%"
"Trinidad",2010,-0.392181598139925,-1,1.38208561420219,"-39.2%","-100%","138.2%"
"Turkey",2010,-0.179701410820618,-0.461076231671692,0.150211087673727,"-18%","-46.1%","15%"
"Turkmenistan",2010,0.63489933556479,267.499923271455,Inf,"63.5%","26750%","Inf%"
"UK",2010,0.212961092939301,-1,Inf,"21.3%","-100%","Inf%"
"USA",2010,-0.112053426191104,-0.333339480287054,0.136580035095321,"-11.2%","-33.3%","13.7%"
"Ukraine",2010,-0.0790892441395751,-0.448714811587627,0.3734994094827,"-7.9%","-44.9%","37.3%"
"United Arab Emirates",2010,0.0737455827408429,-0.436784702636909,0.780494458104578,"7.4%","-43.7%","78%"
"Uzbekistan",2010,0.0317866373834326,-0.375814953228674,0.544877795208015,"3.2%","-37.6%","54.5%"
"Venezuela",2010,0.210306115653495,-0.214736886250227,0.740003601650987,"21%","-21.5%","74%"
"Zambia",2010,-0.105598101946172,-0.565988529688178,0.525485745668502,"-10.6%","-56.6%","52.5%"
"Zimbabwe",2010,0.30577832521281,-0.986809364979978,4.16857106113199,"30.6%","-98.7%","416.9%"
"Albania",2011,0.163486916831462,-1,Inf,"16.3%","-100%","Inf%"
"Armenia",2011,0.190402562284559,-1,Inf,"19%","-100%","Inf%"
"Aruba",2011,2.29186158940444,-4.11937540566968,Inf,"229.2%","-411.9%","Inf%"
"Australia",2011,0.0169606303502974,-0.234335920479608,0.304215042767741,"1.7%","-23.4%","30.4%"
"Bangladesh",2011,-0.421438304475404,-1,Inf,"-42.1%","-100%","Inf%"
"Belarus",2011,0.284931949730602,-1,Inf,"28.5%","-100%","Inf%"
"Bosnia and Herzegovina",2011,0.0928187664967044,-0.533438452340107,1.04861901982778,"9.3%","-53.3%","104.9%"
"Botswana",2011,-0.20891526104659,-0.704058422899348,0.509697403847061,"-20.9%","-70.4%","51%"
"Brazil",2011,-0.378981769781462,-1,0.516565633306181,"-37.9%","-100%","51.7%"
"Bulgaria",2011,0.255993192381189,-0.277638179084682,0.978120119000863,"25.6%","-27.8%","97.8%"
"Canada",2011,-0.302102306410327,-0.836146757618375,0.446135439734599,"-30.2%","-83.6%","44.6%"
"Chile",2011,-0.138828366692088,-0.738420227764103,0.764070426562686,"-13.9%","-73.8%","76.4%"
"China",2011,0.0246019532160013,-0.0866336438024832,0.142422680037816,"2.5%","-8.7%","14.2%"
"Colombia",2011,-0.261497411036891,-1,1.42029794921409,"-26.1%","-100%","142%"
"Croatia",2011,0.358262999277749,-1,Inf,"35.8%","-100%","Inf%"
"Cuba",2011,0.00306996062134712,-0.261409314131128,0.307183592531317,"0.3%","-26.1%","30.7%"
"Curacao",2011,0.31879600213617,-0.936611258853817,3.65638889912938,"31.9%","-93.7%","365.6%"
"Cyprus",2011,0.085655718643294,-1,Inf,"8.6%","-100%","Inf%"
"Czech Republic",2011,0.321797631344503,-1,Inf,"32.2%","-100%","Inf%"
"Egypt",2011,0.276563768787034,-0.542662896880277,1.65303478167579,"27.7%","-54.3%","165.3%"
"Estonia",2011,0.404274528221102,-1,Inf,"40.4%","-100%","Inf%"
"France",2011,-0.184521555202663,-1,Inf,"-18.5%","-100%","Inf%"
"Georgia",2011,-0.781341013808471,-1,Inf,"-78.1%","-100%","Inf%"
"Germany",2011,-0.110781957265942,-1,Inf,"-11.1%","-100%","Inf%"
"Greece",2011,-0.373701558536683,-0.782261320862159,0.139128614011342,"-37.4%","-78.2%","13.9%"
"Guatemala",2011,-0.101893736009268,-1,2.48225173060537,"-10.2%","-100%","248.2%"
"Honduras",2011,-0.115559584497759,-1,2.44276457671714,"-11.6%","-100%","244.3%"
"India",2011,0.0701457211729861,-0.0638292039182737,0.213373888259165,"7%","-6.4%","21.3%"
"Indonesia",2011,0.0467940440348829,-0.408064735120507,0.619647186072554,"4.7%","-40.8%","62%"
"Iran",2011,0.0857758256971255,-0.107006255276567,0.297439506301241,"8.6%","-10.7%","29.7%"
"Iraq",2011,-0.0519822978355925,-0.520127216026192,0.556988959766848,"-5.2%","-52%","55.7%"
"Israel",2011,0.196867931540008,-0.468448997835431,1.21731077150488,"19.7%","-46.8%","121.7%"
"Italy",2011,1.57489169213903,-1,Inf,"157.5%","-100%","Inf%"
"Jamaica",2011,0.126275431994313,-0.886857051534103,2.33432369757146,"12.6%","-88.7%","233.4%"
"Jordan",2011,0.0492764906064709,-0.924869252147894,2.06241028291181,"4.9%","-92.5%","206.2%"
"Kazakhstan",2011,-0.0220842601419828,-0.483178420500457,0.57904390135306,"-2.2%","-48.3%","57.9%"
"Kuwait",2011,0.0628054345196003,-0.47977135941329,0.792636545331238,"6.3%","-48%","79.3%"
"Lebanon",2011,-0.676892838893541,-1,Inf,"-67.7%","-100%","Inf%"
"Macedonia (FYROM)",2011,0.0299782466791365,-1,3.10676174519747,"3%","-100%","310.7%"
"Mali",2011,-0.479035490178774,-1,Inf,"-47.9%","-100%","Inf%"
"Mexico",2011,0.0651208649253565,-0.164853871884989,0.326103458950356,"6.5%","-16.5%","32.6%"
"Morocco",2011,-0.175421279330996,-0.638567926724757,0.446504719353383,"-17.5%","-63.9%","44.7%"
"Namibia",2011,-0.263811838567644,-0.871262352370955,0.723779932423089,"-26.4%","-87.1%","72.4%"
"Oman",2011,-0.230720426462959,-0.964064514755718,0.906828872247544,"-23.1%","-96.4%","90.7%"
"Pakistan",2011,0.121767395811993,-0.292325374956921,0.626318513630954,"12.2%","-29.2%","62.6%"
"Peru",2011,-0.938578214985549,-1,Inf,"-93.9%","-100%","Inf%"
"Poland",2011,-0.0669203660822839,-0.891133257715437,1.58229694481904,"-6.7%","-89.1%","158.2%"
"Portugal",2011,0.65204077116533,-1,Inf,"65.2%","-100%","Inf%"
"Puerto Rico",2011,0.568344587580035,8.74136225795573,Inf,"56.8%","874.1%","Inf%"
"Qatar",2011,-0.0068910463745282,-0.586813087867563,0.81180511219586,"-0.7%","-58.7%","81.2%"
"Romania",2011,0.140082105729104,-0.370757954694088,0.860928788743025,"14%","-37.1%","86.1%"
"Russia",2011,-0.0337623196067174,-0.254813896625285,0.216901034894821,"-3.4%","-25.5%","21.7%"
"Saudi Arabia",2011,0.083149667600726,-0.169688935962366,0.366177808536239,"8.3%","-17%","36.6%"
"Serbia",2011,0.0727219365763812,-0.358778094670217,0.628797597368985,"7.3%","-35.9%","62.9%"
"Singapore",2011,0.147762179176502,-0.332799447970173,0.804788942342578,"14.8%","-33.3%","80.5%"
"Slovakia",2011,-0.55679999331876,-1,Inf,"-55.7%","-100%","Inf%"
"South Africa",2011,0.0157628464319275,-0.207559201821925,0.270091027082681,"1.6%","-20.8%","27%"
"South Korea",2011,-0.0888458542310392,-0.841751466823619,1.13413931979188,"-8.9%","-84.2%","113.4%"
"Spain",2011,0.23893749126363,-0.834200100296356,2.7090327351055,"23.9%","-83.4%","270.9%"
"Syria",2011,0.263180256715193,-0.588238528152378,1.66756276061861,"26.3%","-58.8%","166.8%"
"Taiwan",2011,-0.416038897902177,-0.922089791273885,0.27322538870745,"-41.6%","-92.2%","27.3%"
"Thailand",2011,-0.177146825338436,-1,Inf,"-17.7%","-100%","Inf%"
"Trinidad",2011,-0.0353628478350793,-1,Inf,"-3.5%","-100%","Inf%"
"Turkey",2011,0.182070412749491,-0.221516340880156,0.685084180101256,"18.2%","-22.2%","68.5%"
"Turkmenistan",2011,0.125089574028451,-0.983930092648668,2.57102369873251,"12.5%","-98.4%","257.1%"
"UK",2011,-0.25868013768752,-1,Inf,"-25.9%","-100%","Inf%"
"USA",2011,-0.0859142111550963,-0.337117855184339,0.20275180091654,"-8.6%","-33.7%","20.3%"
"Ukraine",2011,0.0815184984762183,-0.364889558502035,0.652880195588458,"8.2%","-36.5%","65.3%"
"United Arab Emirates",2011,0.124899203793435,-0.381416727897654,0.786320317147513,"12.5%","-38.1%","78.6%"
"Uzbekistan",2011,0.149073671035608,-0.280111397087562,0.693760098400768,"14.9%","-28%","69.4%"
"Venezuela",2011,-0.0263558646126061,-0.353377857281219,0.369770104396949,"-2.6%","-35.3%","37%"
"Zambia",2011,-0.292915437389694,-0.756121404264989,0.303098243130624,"-29.3%","-75.6%","30.3%"
"Zimbabwe",2011,0.374072439203948,-0.709390979584774,2.77511527727222,"37.4%","-70.9%","277.5%"
"Albania",2012,-0.0716213940083439,-1,Inf,"-7.2%","-100%","Inf%"
"Armenia",2012,-0.100157894052288,-1,Inf,"-10%","-100%","Inf%"
"Aruba",2012,-0.179500660054904,-0.998109411784273,1.57857449523809,"-18%","-99.8%","157.9%"
"Australia",2012,-0.117194603274473,-0.341852152497061,0.139410279235944,"-11.7%","-34.2%","13.9%"
"Bangladesh",2012,0.758104761882252,-1,Inf,"75.8%","-100%","Inf%"
"Belarus",2012,-0.412420179142522,-1,Inf,"-41.2%","-100%","Inf%"
"Bosnia and Herzegovina",2012,0.317389731614287,-0.308756551410194,1.22114471428615,"31.7%","-30.9%","122.1%"
"Botswana",2012,0.530117529261471,-0.3158309952209,1.87829682432889,"53%","-31.6%","187.8%"
"Brazil",2012,0.0482397011299125,3.37953733248294,Inf,"4.8%","338%","Inf%"
"Bulgaria",2012,-0.23530591258015,-0.574943413218226,0.179672282578215,"-23.5%","-57.5%","18%"
"Canada",2012,0.162176269129313,-0.717106932231462,1.84898792420926,"16.2%","-71.7%","184.9%"
"Chile",2012,0.0452070581301454,-0.695605470410041,1.26169742484746,"4.5%","-69.6%","126.2%"
"China",2012,-0.00907975563218233,-0.117038053693181,0.10514223673068,"-0.9%","-11.7%","10.5%"
"Colombia",2012,0.309762477537406,-1,Inf,"31%","-100%","Inf%"
"Croatia",2012,-0.0202652158415598,3.17672768195961,Inf,"-2%","317.7%","Inf%"
"Cuba",2012,-0.0319984834163518,-0.297044210157817,0.274232430615087,"-3.2%","-29.7%","27.4%"
"Curacao",2012,-0.512435111869616,-1,0.738026031470437,"-51.2%","-100%","73.8%"
"Cyprus",2012,0.208513170635003,-1,Inf,"20.9%","-100%","Inf%"
"Czech Republic",2012,0.228416827560861,-1,Inf,"22.8%","-100%","Inf%"
"Egypt",2012,-0.135766798894469,-0.658736892438197,0.613443778778598,"-13.6%","-65.9%","61.3%"
"Estonia",2012,-0.7948311292221,-1,Inf,"-79.5%","-100%","Inf%"
"France",2012,0.700106295344469,-18.3441980677298,Inf,"70%","-1834.4%","Inf%"
"Georgia",2012,6.19364169518822,-1,Inf,"619.4%","-100%","Inf%"
"Germany",2012,0.139726204074163,-1,Inf,"14%","-100%","Inf%"
"Greece",2012,-0.381417661765443,-0.972368304986305,0.493187545260759,"-38.1%","-97.2%","49.3%"
"Guatemala",2012,-0.128069265930516,-1,Inf,"-12.8%","-100%","Inf%"
"Honduras",2012,-0.207338921008576,-1,Inf,"-20.7%","-100%","Inf%"
"India",2012,-0.0467796962981151,-0.163288734812767,0.0778007110520658,"-4.7%","-16.3%","7.8%"
"Indonesia",2012,0.0600641833849438,-0.381536050745096,0.64532294008301,"6%","-38.2%","64.5%"
"Iran",2012,-0.101015071812645,-0.26212900083975,0.0762907627214873,"-10.1%","-26.2%","7.6%"
"Iraq",2012,-0.113624190558183,-0.566787186903982,0.504358860335646,"-11.4%","-56.7%","50.4%"
"Israel",2012,-0.453690796443283,-0.831824546075155,0.0245744379577544,"-45.4%","-83.2%","2.5%"
"Italy",2012,-0.257664520102284,-1,Inf,"-25.8%","-100%","Inf%"
"Jamaica",2012,-0.175681353097593,-1,1.39845595749555,"-17.6%","-100%","139.8%"
"Jordan",2012,0.0103532615782935,-0.958360291703827,2.18788991076477,"1%","-95.8%","218.8%"
"Kazakhstan",2012,0.111806550908891,-0.399451965995438,0.800558788660271,"11.2%","-39.9%","80.1%"
"Kuwait",2012,-0.197741878501704,-0.641409713898619,0.399423785419545,"-19.8%","-64.1%","39.9%"
"Lebanon",2012,1.40530315345036,-1,Inf,"140.5%","-100%","Inf%"
"Macedonia (FYROM)",2012,0.33955720956647,4.89545418553665,Inf,"34%","489.5%","Inf%"
"Mali",2012,1.04959630677263,-1,Inf,"105%","-100%","Inf%"
"Mexico",2012,-0.0358764865853428,-0.262073681465445,0.214389220661181,"-3.6%","-26.2%","21.4%"
"Morocco",2012,0.0672147937218834,-0.515977089898455,0.930245127401325,"6.7%","-51.6%","93%"
"Namibia",2012,-0.0282225310513263,-0.87725344455144,1.6125673692971,"-2.8%","-87.7%","161.3%"
"Oman",2012,0.186094722536414,-0.928691568860404,3.22340662684069,"18.6%","-92.9%","322.3%"
"Pakistan",2012,-0.291704118204781,-0.587644291547846,0.0688068621448794,"-29.2%","-58.8%","6.9%"
"Peru",2012,4.71466790214817,-1,Inf,"471.5%","-100%","Inf%"
"Poland",2012,0.0378444430669589,-0.862069073108309,1.87793547671563,"3.8%","-86.2%","187.8%"
"Portugal",2012,-0.289198974845109,-1,Inf,"-28.9%","-100%","Inf%"
"Puerto Rico",2012,-0.292077802426576,-0.96066725194836,0.835001013619176,"-29.2%","-96.1%","83.5%"
"Qatar",2012,-0.270898107239707,-0.771565367914657,0.427487138113783,"-27.1%","-77.2%","42.7%"
"Romania",2012,0.0618218664917458,-0.317548743944477,0.549454082658523,"6.2%","-31.8%","54.9%"
"Russia",2012,0.0448083532528292,-0.19255540214887,0.313642419373183,"4.5%","-19.3%","31.4%"
"Saudi Arabia",2012,-0.18166284791302,-0.38237615320929,0.0474959255083001,"-18.2%","-38.2%","4.7%"
"Serbia",2012,-0.31480340478855,-0.631699254731118,0.0692459509543797,"-31.5%","-63.2%","6.9%"
"Singapore",2012,0.181959238949164,-0.236412664281696,0.705591343403579,"18.2%","-23.6%","70.6%"
"Slovakia",2012,-0.0935513925981399,-1,Inf,"-9.4%","-100%","Inf%"
"South Africa",2012,0.0130796057401341,-0.203219232654245,0.255451486061895,"1.3%","-20.3%","25.5%"
"South Korea",2012,0.0731045061117352,-0.80782602351543,1.83456109149575,"7.3%","-80.8%","183.5%"
"Spain",2012,0.0170376725662507,-0.739367756802236,1.36502126723898,"1.7%","-73.9%","136.5%"
"Syria",2012,-0.264827206615501,-0.801422445819541,0.521952499166235,"-26.5%","-80.1%","52.2%"
