"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Mexico",2017,-0.225709368832759,-0.38744641745794,-0.0479920690147843,"-22.6%","-38.7%","-4.8%"
"Russia",2017,-0.0567865083520269,-0.274878274595166,0.187089375652002,"-5.7%","-27.5%","18.7%"
"Saudi Arabia",2017,0.0816667074887882,-0.109361754987816,0.293781132943999,"8.2%","-10.9%","29.4%"
"South Africa",2017,0.0619590511234207,-0.175565651827267,0.331612637047411,"6.2%","-17.6%","33.2%"
"Australia",2018,-0.0495195028614531,-0.324734539531921,0.271324310275643,"-5%","-32.5%","27.1%"
"China",2018,-0.179575480850158,-0.535454874045606,0.256226923529169,"-18%","-53.5%","25.6%"
"Europe",2018,-0.152549372781266,-0.424803220440319,0.163013252128867,"-15.3%","-42.5%","16.3%"
"India",2018,0.00510748079184853,-0.0937267466736986,0.109328981332038,"0.5%","-9.4%","10.9%"
"Mexico",2018,-0.0654687752234721,-0.283462045600097,0.179227645406129,"-6.5%","-28.3%","17.9%"
"Russia",2018,-0.0589235507186373,-0.299390294731911,0.21358087304826,"-5.9%","-29.9%","21.4%"
"Saudi Arabia",2018,-0.232000694494267,-0.379309857179038,-0.0725010871997931,"-23.2%","-37.9%","-7.3%"
"South Africa",2018,-0.034407595116871,-0.253120007694007,0.21119368669385,"-3.4%","-25.3%","21.1%"
"Australia",2019,0.0947867692805988,-0.215829492784123,0.462867549016364,"9.5%","-21.6%","46.3%"
"China",2019,-0.136435253087331,-0.57175390694559,0.424328377539626,"-13.6%","-57.2%","42.4%"
"Europe",2019,0.260942404748566,-0.126678919494774,0.74043575076278,"26.1%","-12.7%","74%"
"India",2019,0.0906634423468409,-0.0110283389680118,0.197862843225584,"9.1%","-1.1%","19.8%"
"Mexico",2019,-0.0710989992727169,-0.302205271910021,0.191693021039732,"-7.1%","-30.2%","19.2%"
"Russia",2019,-0.00216618221326426,-0.26962036775506,0.307220081636432,"-0.2%","-27%","30.7%"
"Saudi Arabia",2019,0.120918104036383,-0.0996367792251408,0.369514983847977,"12.1%","-10%","37%"
"South Africa",2019,0.0303877426212784,-0.202184368646025,0.295129425715046,"3%","-20.2%","29.5%"
"Australia",2020,-0.120872785300771,-0.387861393917819,0.185813334265598,"-12.1%","-38.8%","18.6%"
"China",2020,0.115870857901167,-0.456037488209197,0.913889473368263,"11.6%","-45.6%","91.4%"
"Europe",2020,-0.156932480422056,-0.437870707372691,0.162919121129973,"-15.7%","-43.8%","16.3%"
"India",2020,-0.135542481470514,-0.224475856640835,-0.0428882696181251,"-13.6%","-22.4%","-4.3%"
"Mexico",2020,0.23093574922361,-0.0620429806099208,0.570844765145647,"23.1%","-6.2%","57.1%"
"Russia",2020,0.063172102760525,-0.219067213633092,0.391389343712759,"6.3%","-21.9%","39.1%"
"Saudi Arabia",2020,-0.186049248054976,-0.357640504121609,0.0014477523221641,"-18.6%","-35.8%","0.1%"
"South Africa",2020,0.00395430994470281,-0.234538778058956,0.270655396920227,"0.4%","-23.5%","27.1%"
