"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Saudi Arabia",2012,-0.118565345498602,-0.18598312137125,-0.0484130416816423,"-11.9%","-18.6%","-4.8%"
"South Africa",2012,0.00835845451435291,-0.091075546294913,0.113132254097762,"0.8%","-9.1%","11.3%"
"Australia",2013,0.0742358471923803,-0.0963284049963814,0.261514676317092,"7.4%","-9.6%","26.2%"
"China",2013,-0.113169488740651,-0.150633179964652,-0.0748667855702719,"-11.3%","-15.1%","-7.5%"
"Europe",2013,-0.0319720945674443,-0.126035105772946,0.0670490249967322,"-3.2%","-12.6%","6.7%"
"India",2013,0.0284619635239114,-0.015774392244041,0.0736928140002824,"2.8%","-1.6%","7.4%"
"Mexico",2013,-0.0312949380653642,-0.124984981864871,0.0670146484528387,"-3.1%","-12.5%","6.7%"
"Russia",2013,0.0161866900894916,-0.0951838469108188,0.13416753933825,"1.6%","-9.5%","13.4%"
"Saudi Arabia",2013,0.00262699993169591,-0.0721797099087566,0.0805536230540647,"0.3%","-7.2%","8.1%"
"South Africa",2013,-0.0330771012249906,-0.125173812406901,0.0640145095127882,"-3.3%","-12.5%","6.4%"
"Australia",2014,-0.021985324459408,-0.16818754127087,0.136641937210865,"-2.2%","-16.8%","13.7%"
"China",2014,-0.0412115517857627,-0.0799657669719446,-0.00157914741985754,"-4.1%","-8%","-0.2%"
"Europe",2014,-0.055495302957171,-0.151110558532241,0.0448675171978961,"-5.5%","-15.1%","4.5%"
"India",2014,0.0315032601901224,-0.0136936124473893,0.0776940071839476,"3.2%","-1.4%","7.8%"
"Mexico",2014,-0.0446851235121286,-0.142326632310977,0.0579763778180871,"-4.5%","-14.2%","5.8%"
"Russia",2014,0.0493434885350521,-0.0666508730752401,0.172147118765635,"4.9%","-6.7%","17.2%"
"Saudi Arabia",2014,0.0298368627637722,-0.045914938580582,0.108479454253637,"3%","-4.6%","10.8%"
"South Africa",2014,-0.0335180425770186,-0.122334176941471,0.0597412176903107,"-3.4%","-12.2%","6%"
"Australia",2015,0.0381443072084087,-0.110641850241993,0.199457991741694,"3.8%","-11.1%","19.9%"
"China",2015,-0.149666227367181,-0.182381737576654,-0.116279734333163,"-15%","-18.2%","-11.6%"
"Europe",2015,-0.0208515735253603,-0.129734388062092,0.0938681422314611,"-2.1%","-13%","9.4%"
"India",2015,0.0265978582665867,-0.0195163890755405,0.0737786959473683,"2.7%","-2%","7.4%"
"Mexico",2015,0.0146264587626252,-0.0959358121980068,0.131239606198313,"1.5%","-9.6%","13.1%"
"Russia",2015,-0.0887758777179036,-0.197546544108248,0.0261209150285733,"-8.9%","-19.8%","2.6%"
"Saudi Arabia",2015,0.00410000132795951,-0.0736555347553716,0.0847945535583796,"0.4%","-7.4%","8.5%"
"South Africa",2015,0.114762337687796,0.0160756399583737,0.218416038325484,"11.5%","1.6%","21.8%"
"Australia",2016,-0.0917740111164366,-0.226077087137591,0.0522256584222189,"-9.2%","-22.6%","5.2%"
"China",2016,-0.0859224137866529,-0.119771952321838,-0.051385049850837,"-8.6%","-12%","-5.1%"
"Europe",2016,-0.0843693163822293,-0.199472366560995,0.0374645509264597,"-8.4%","-19.9%","3.7%"
"India",2016,0.131448642087591,0.0811937632064685,0.182911825294638,"13.1%","8.1%","18.3%"
"Mexico",2016,0.0569972252282898,-0.0578405568606597,0.179054223873646,"5.7%","-5.8%","17.9%"
"Russia",2016,-0.0412906352772727,-0.160483577957655,0.0862055247032734,"-4.1%","-16%","8.6%"
"Saudi Arabia",2016,0.210517907423193,0.112679672301298,0.312504576066101,"21.1%","11.3%","31.3%"
"South Africa",2016,-0.0702947322996034,-0.150215322453959,0.0132949942901714,"-7%","-15%","1.3%"
"Australia",2017,0.0973689426056756,-0.0659524749439947,0.275291480500681,"9.7%","-6.6%","27.5%"
"China",2017,-0.0887801850270165,-0.120900496972948,-0.0560444651267091,"-8.9%","-12.1%","-5.6%"
"Europe",2017,0.0461522289465897,-0.0896090563677052,0.192113790790747,"4.6%","-9%","19.2%"
"India",2017,-0.000681766683675478,-0.0452855717362152,0.0449151451479191,"-0.1%","-4.5%","4.5%"
"Mexico",2017,-0.00781691081432334,-0.106437860598523,0.0967351374444663,"-0.8%","-10.6%","9.7%"
"Russia",2017,-0.0384669229807726,-0.162002432947595,0.0929769936360119,"-3.8%","-16.2%","9.3%"
"Saudi Arabia",2017,0.00958826810849644,-0.0753351475051176,0.0980700877073801,"1%","-7.5%","9.8%"
"South Africa",2017,0.0296767657194943,-0.058000238715805,0.121414743754351,"3%","-5.8%","12.1%"
"Australia",2018,-0.0686743231891287,-0.209193172971087,0.082402026279556,"-6.9%","-20.9%","8.2%"
"China",2018,-0.0655839532683132,-0.0978610903686709,-0.0327303511456525,"-6.6%","-9.8%","-3.3%"
"Europe",2018,-0.100848007295426,-0.219250482648574,0.0254120664215387,"-10.1%","-21.9%","2.5%"
"India",2018,0.00108216171099063,-0.0442204684136071,0.0474706788053887,"0.1%","-4.4%","4.7%"
"Mexico",2018,-0.0764036288746598,-0.162032192403405,0.0135769788947337,"-7.6%","-16.2%","1.4%"
"Russia",2018,-0.0488936605168202,-0.178453301318825,0.0899166778128262,"-4.9%","-17.8%","9%"
"Saudi Arabia",2018,-0.118332166752285,-0.195974497823495,-0.0371607023876055,"-11.8%","-19.6%","-3.7%"
"South Africa",2018,-0.0196521879795742,-0.104387549699212,0.0688089874111681,"-2%","-10.4%","6.9%"
"Australia",2019,0.0387913755130302,-0.121022791949967,0.212835222227264,"3.9%","-12.1%","21.3%"
"China",2019,-0.035036888153151,-0.068735665507884,-0.000737444778297625,"-3.5%","-6.9%","-0.1%"
"Europe",2019,0.129715672285718,-0.0159348733058818,0.286845145300399,"13%","-1.6%","28.7%"
"India",2019,0.0537596421852997,0.00793571753404243,0.100695650370145,"5.4%","0.8%","10.1%"
"Mexico",2019,-0.00931306774858331,-0.100289165478682,0.0861301821771481,"-0.9%","-10%","8.6%"
"Russia",2019,0.083951094741372,-0.0637778981341596,0.243160698514458,"8.4%","-6.4%","24.3%"
"Saudi Arabia",2019,0.0531744773879721,-0.037998373052166,0.148849948173351,"5.3%","-3.8%","14.9%"
"South Africa",2019,-0.0144074661076048,-0.0987354254425021,0.0740234633541059,"-1.4%","-9.9%","7.4%"
"Australia",2020,-0.0623364571768448,-0.208569902785185,0.0957441941864097,"-6.2%","-20.9%","9.6%"
"China",2020,-0.0175848633545607,-0.0523987482771322,0.0178619855429054,"-1.8%","-5.2%","1.8%"
"Europe",2020,-0.113414202857413,-0.230019908032455,0.0104116840041768,"-11.3%","-23%","1%"
"India",2020,-0.104159793976832,-0.143962459637519,-0.0635318035916687,"-10.4%","-14.4%","-6.4%"
"Mexico",2020,-0.0123440783126445,-0.104210552318269,0.0839900467755081,"-1.2%","-10.4%","8.4%"
"Russia",2020,-0.126324922696388,-0.255153107401048,0.0111126735045126,"-12.6%","-25.5%","1.1%"
"Saudi Arabia",2020,-0.135586440869075,-0.214650939026342,-0.0532786591699584,"-13.6%","-21.5%","-5.3%"
"South Africa",2020,-0.0244086801682072,-0.104686877294123,0.0594527443237232,"-2.4%","-10.5%","5.9%"
