"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"South Korea",2009,0.0806158579323284,-0.681167187293799,1.42921836488856,"8.1%","-68.1%","142.9%"
"Spain",2009,-0.472384206588283,-0.853680516912263,-0.0104412811718558,"-47.2%","-85.4%","-1%"
"Syria",2009,0.289337243918122,-0.924379237453759,3.56261988518326,"28.9%","-92.4%","356.3%"
"Taiwan",2009,0.124177895775658,-1,Inf,"12.4%","-100%","Inf%"
"Thailand",2009,0.0417750110342829,-1,Inf,"4.2%","-100%","Inf%"
"Trinidad",2009,0.138020434289762,-1,Inf,"13.8%","-100%","Inf%"
"Turkey",2009,0.15979643714568,-0.229786960665536,0.638812448094296,"16%","-23%","63.9%"
"Turkmenistan",2009,-0.1220061980474,-1,Inf,"-12.2%","-100%","Inf%"
"UK",2009,0.0626169064356259,-0.897475386920547,2.13675540544348,"6.3%","-89.7%","213.7%"
"USA",2009,-0.384564504626882,-0.511471191301131,-0.249206678062296,"-38.5%","-51.1%","-24.9%"
"Ukraine",2009,-0.112630115643587,-0.347796883571371,0.154942079993093,"-11.3%","-34.8%","15.5%"
"United Arab Emirates",2009,-0.152157497237795,-0.481471712426775,0.237281028028357,"-15.2%","-48.1%","23.7%"
"Uzbekistan",2009,-0.117594575675154,-0.486307854537688,0.327163186391319,"-11.8%","-48.6%","32.7%"
"Venezuela",2009,0.254043391823853,-0.288751754958063,0.995614365265389,"25.4%","-28.9%","99.6%"
"Zambia",2009,0.766953531255261,-0.630055573584787,3.8226886670679,"76.7%","-63%","382.3%"
"Zimbabwe",2009,-0.109104269574507,-1,Inf,"-10.9%","-100%","Inf%"
"Albania",2010,0.0534607706758803,-1,Inf,"5.3%","-100%","Inf%"
"Armenia",2010,-0.0438920154480166,-1,Inf,"-4.4%","-100%","Inf%"
"Aruba",2010,-0.688084115786118,-0.994225755464384,-0.33900932551416,"-68.8%","-99.4%","-33.9%"
"Australia",2010,0.00158467208722834,-0.350895494653896,0.425782459862758,"0.2%","-35.1%","42.6%"
"Bangladesh",2010,0.577911004577423,-1,Inf,"57.8%","-100%","Inf%"
"Belarus",2010,0.08002247520841,-1,Inf,"8%","-100%","Inf%"
"Bosnia and Herzegovina",2010,-0.254992554523069,-0.67268860676948,0.268163061063207,"-25.5%","-67.3%","26.8%"
"Botswana",2010,-0.160352898532768,-0.614455317980161,0.422060114039656,"-16%","-61.4%","42.2%"
"Brazil",2010,0.466678727296889,5.37567688048071,Inf,"46.7%","537.6%","Inf%"
"Bulgaria",2010,-0.190911631161237,-0.453669594290297,0.112645366292969,"-19.1%","-45.4%","11.3%"
"Canada",2010,-0.153685595791774,-0.582085696436457,0.393260779167063,"-15.4%","-58.2%","39.3%"
"Chile",2010,0.193927342719158,-0.664933615480351,1.65130858866639,"19.4%","-66.5%","165.1%"
"China",2010,0.124755536063288,0.0394024638701274,0.213675986558555,"12.5%","3.9%","21.4%"
"Colombia",2010,0.128439008763371,-1,Inf,"12.8%","-100%","Inf%"
"Croatia",2010,-0.114053433960547,-1,Inf,"-11.4%","-100%","Inf%"
"Cuba",2010,0.0910121600463483,-0.316812555836271,0.603238889787334,"9.1%","-31.7%","60.3%"
"Curacao",2010,-0.407507902610402,-0.910940557939196,0.282886484664175,"-40.8%","-91.1%","28.3%"
"Cyprus",2010,-0.0680347545018387,-1,Inf,"-6.8%","-100%","Inf%"
"Czech Republic",2010,-0.158492857326368,-1,Inf,"-15.8%","-100%","Inf%"
"Egypt",2010,-0.311741945701998,-1,1.53801078985216,"-31.2%","-100%","153.8%"
"Estonia",2010,-0.279204161341101,-1,1.62673054304703,"-27.9%","-100%","162.7%"
"France",2010,-0.301620564465307,-1,1.13032071289147,"-30.2%","-100%","113%"
"Georgia",2010,-0.245410638741014,-1,Inf,"-24.5%","-100%","Inf%"
"Germany",2010,-0.469332862140118,-1,0.699765919778927,"-46.9%","-100%","70%"
"Greece",2010,-0.385452395888216,-0.69546807777442,-0.0125274701912408,"-38.5%","-69.5%","-1.3%"
"Guatemala",2010,0.0766429090493781,-1,Inf,"7.7%","-100%","Inf%"
"Honduras",2010,0.07057405073513,-1,Inf,"7.1%","-100%","Inf%"
"India",2010,-0.064930242670075,-0.241793771453492,0.129794508088572,"-6.5%","-24.2%","13%"
"Indonesia",2010,0.0491564797471062,-0.51804077599386,0.852274902624727,"4.9%","-51.8%","85.2%"
"Iran",2010,0.0393284274238042,-0.187945386801454,0.295303123843962,"3.9%","-18.8%","29.5%"
"Iraq",2010,0.0212619719659681,-0.478212673927402,0.691489811310882,"2.1%","-47.8%","69.1%"
"Israel",2010,0.449755082781955,-1,Inf,"45%","-100%","Inf%"
"Italy",2010,-0.768241462782006,-1,Inf,"-76.8%","-100%","Inf%"
"Jamaica",2010,-0.0856334661418143,-0.876961825917123,1.36256484864197,"-8.6%","-87.7%","136.3%"
"Jordan",2010,0.0365316637611561,-1,Inf,"3.7%","-100%","Inf%"
"Kazakhstan",2010,-0.0874679303634213,-0.488281681125824,0.417658428434503,"-8.7%","-48.8%","41.8%"
"Kuwait",2010,-0.0251114531833659,-0.303282888991413,0.296141339620766,"-2.5%","-30.3%","29.6%"
"Lebanon",2010,-0.449332763714401,-1,Inf,"-44.9%","-100%","Inf%"
"Macedonia (FYROM)",2010,0.0138414787013801,-1,Inf,"1.4%","-100%","Inf%"
"Mali",2010,0.213506348421558,-1,Inf,"21.4%","-100%","Inf%"
"Mexico",2010,-0.175946051402399,-0.323262671926428,-0.0166158270413533,"-17.6%","-32.3%","-1.7%"
"Morocco",2010,0.0400749782666536,-0.66718533747291,1.08449884046124,"4%","-66.7%","108.4%"
"Namibia",2010,0.934479648068409,248.791619523829,Inf,"93.4%","24879.2%","Inf%"
"Oman",2010,0.487512199245078,-1,Inf,"48.8%","-100%","Inf%"
"Pakistan",2010,-0.0214349380518226,-0.597000926914367,0.817310469317387,"-2.1%","-59.7%","81.7%"
"Peru",2010,-0.817284611993453,-1,-0.302244751964621,"-81.7%","-100%","-30.2%"
"Poland",2010,0.251019768892009,-0.776901272031999,2.33124030021606,"25.1%","-77.7%","233.1%"
"Portugal",2010,-0.314574986997963,-1,Inf,"-31.5%","-100%","Inf%"
"Puerto Rico",2010,-0.189363256367237,-1,Inf,"-18.9%","-100%","Inf%"
"Qatar",2010,0.210077933144392,-0.368252601110902,1.01240168941095,"21%","-36.8%","101.2%"
"Romania",2010,-0.294963980455297,-0.586469335913606,0.0324071748073689,"-29.5%","-58.6%","3.2%"
"Russia",2010,-0.0140380902576982,-0.177547786065808,0.163916671301833,"-1.4%","-17.8%","16.4%"
"Saudi Arabia",2010,-0.05323974101278,-0.231093998209105,0.142394961686478,"-5.3%","-23.1%","14.2%"
"Serbia",2010,0.137388126665272,-0.263071190497915,0.632922789806614,"13.7%","-26.3%","63.3%"
"Singapore",2010,-0.00304032682769262,-0.457179716740152,0.567859551814862,"-0.3%","-45.7%","56.8%"
"Slovakia",2010,1.72278637973737,-1,Inf,"172.3%","-100%","Inf%"
"South Africa",2010,-0.0207543953686635,-0.196954728914553,0.172748027925472,"-2.1%","-19.7%","17.3%"
"South Korea",2010,-0.0987216946376733,-0.739055550610463,0.86031988466799,"-9.9%","-73.9%","86%"
"Spain",2010,-0.260514245267351,-0.997090026728903,0.953817539327733,"-26.1%","-99.7%","95.4%"
"Syria",2010,-0.277654920578864,-0.963956256151838,0.910577152906235,"-27.8%","-96.4%","91.1%"
"Taiwan",2010,0.43110573799769,-1,Inf,"43.1%","-100%","Inf%"
"Thailand",2010,-0.0761612701096074,-1,Inf,"-7.6%","-100%","Inf%"
"Trinidad",2010,-0.392181598140214,-1,Inf,"-39.2%","-100%","Inf%"
"Turkey",2010,-0.179701410820718,-0.474249486751613,0.16820203223693,"-18%","-47.4%","16.8%"
"Turkmenistan",2010,0.634899335564743,16.7560013166715,Inf,"63.5%","1675.6%","Inf%"
"UK",2010,0.212961092939079,-0.856951191862268,2.41561167304158,"21.3%","-85.7%","241.6%"
"USA",2010,-0.112053426191175,-0.343044390754388,0.148266504616834,"-11.2%","-34.3%","14.8%"
"Ukraine",2010,-0.0790892441395938,-0.357417680981573,0.241325753447013,"-7.9%","-35.7%","24.1%"
"United Arab Emirates",2010,0.0737455827407272,-0.354285583286706,0.626624632700324,"7.4%","-35.4%","62.7%"
"Uzbekistan",2010,0.031786637382921,-0.439750257208863,0.643151956640129,"3.2%","-44%","64.3%"
"Venezuela",2010,0.210306115653647,-0.246028189861441,0.789755602967482,"21%","-24.6%","79%"
"Zambia",2010,-0.105598101946196,-0.68484798399967,0.786996832680001,"-10.6%","-68.5%","78.7%"
"Zimbabwe",2010,0.3057783252133,-1,Inf,"30.6%","-100%","Inf%"
"Albania",2011,0.163486916829288,-1,Inf,"16.3%","-100%","Inf%"
"Armenia",2011,0.190402562284091,-1,Inf,"19%","-100%","Inf%"
"Aruba",2011,2.29186158940391,-0.885250758945532,11.7986135387052,"229.2%","-88.5%","1179.9%"
"Australia",2011,0.0169606303504719,-0.354533647852523,0.472338310688373,"1.7%","-35.5%","47.2%"
"Bangladesh",2011,-0.421438304475357,-1,Inf,"-42.1%","-100%","Inf%"
"Belarus",2011,0.284931949729484,-1,Inf,"28.5%","-100%","Inf%"
"Bosnia and Herzegovina",2011,0.0928187664968365,-0.522385481889278,1.0285479385976,"9.3%","-52.2%","102.9%"
"Botswana",2011,-0.208915261046876,-0.68404079868486,0.466605948102645,"-20.9%","-68.4%","46.7%"
"Brazil",2011,-0.378981769781365,-1,0.860016951744402,"-37.9%","-100%","86%"
"Bulgaria",2011,0.255993192380874,-0.162050558766354,0.76954291627973,"25.6%","-16.2%","77%"
"Canada",2011,-0.302102306410032,-0.771018882631842,0.312739998887685,"-30.2%","-77.1%","31.3%"
"Chile",2011,-0.138828366692068,-0.783416943878306,0.872144018710851,"-13.9%","-78.3%","87.2%"
"China",2011,0.0246019532160762,-0.0531585851072628,0.105387032167731,"2.5%","-5.3%","10.5%"
"Colombia",2011,-0.261497411037455,-1,Inf,"-26.1%","-100%","Inf%"
"Croatia",2011,0.358262999277853,-1,Inf,"35.8%","-100%","Inf%"
"Cuba",2011,0.00306996062136378,-0.372969216454674,0.463974992593403,"0.3%","-37.3%","46.4%"
"Curacao",2011,0.318796002136172,-0.815591909316316,2.81913658798178,"31.9%","-81.6%","281.9%"
"Cyprus",2011,0.0856557186447675,-1,Inf,"8.6%","-100%","Inf%"
"Czech Republic",2011,0.321797631344333,-1,Inf,"32.2%","-100%","Inf%"
"Egypt",2011,0.276563768786575,11.9545114942387,Inf,"27.7%","1195.5%","Inf%"
"Estonia",2011,0.404274528222252,12.3153850523923,Inf,"40.4%","1231.5%","Inf%"
"France",2011,-0.184521555202699,-1,Inf,"-18.5%","-100%","Inf%"
"Georgia",2011,-0.781341013808169,-1,Inf,"-78.1%","-100%","Inf%"
"Germany",2011,-0.11078195726601,-1,Inf,"-11.1%","-100%","Inf%"
"Greece",2011,-0.373701558536615,-0.840862159450579,0.238489749498609,"-37.4%","-84.1%","23.8%"
"Guatemala",2011,-0.101893736009318,-1,Inf,"-10.2%","-100%","Inf%"
"Honduras",2011,-0.115559584497802,-1,Inf,"-11.6%","-100%","Inf%"
"India",2011,0.0701457211728984,-0.135581461732391,0.298580324816163,"7%","-13.6%","29.9%"
"Indonesia",2011,0.0467940440347099,-0.54328127872482,0.852131594540198,"4.7%","-54.3%","85.2%"
"Iran",2011,0.0857758256970886,-0.154745617700036,0.356176566031968,"8.6%","-15.5%","35.6%"
"Iraq",2011,-0.0519822978365752,-0.547588208099956,0.601795230926831,"-5.2%","-54.8%","60.2%"
"Israel",2011,0.196867931539926,4.52321761738046,Inf,"19.7%","452.3%","Inf%"
"Italy",2011,1.57489169213979,-1,Inf,"157.5%","-100%","Inf%"
"Jamaica",2011,0.126275431994259,-0.846693402904402,2.11606396481178,"12.6%","-84.7%","211.6%"
"Jordan",2011,0.0492764906064138,-1,Inf,"4.9%","-100%","Inf%"
"Kazakhstan",2011,-0.0220842601419704,-0.477185181928007,0.569767387069711,"-2.2%","-47.7%","57%"
"Kuwait",2011,0.0628054345190405,-0.252891712626383,0.434410976329688,"6.3%","-25.3%","43.4%"
"Lebanon",2011,-0.676892838893654,-1,Inf,"-67.7%","-100%","Inf%"
"Macedonia (FYROM)",2011,0.0299782466795202,-1,Inf,"3%","-100%","Inf%"
"Mali",2011,-0.479035490178639,-1,Inf,"-47.9%","-100%","Inf%"
"Mexico",2011,0.0651208649254291,-0.133920939674636,0.286371159621956,"6.5%","-13.4%","28.6%"
"Morocco",2011,-0.175421279330559,-0.790904545242151,0.794150629309642,"-17.5%","-79.1%","79.4%"
"Namibia",2011,-0.263811838567349,-0.988476595867122,1.24358694271514,"-26.4%","-98.8%","124.4%"
"Oman",2011,-0.230720426463385,-1,Inf,"-23.1%","-100%","Inf%"
"Pakistan",2011,0.121767395812026,-0.551183067195961,1.08701686633788,"12.2%","-55.1%","108.7%"
"Peru",2011,-0.938578214984484,-1,Inf,"-93.9%","-100%","Inf%"
"Poland",2011,-0.0669203660820825,-0.800596377542278,1.2059817763588,"-6.7%","-80.1%","120.6%"
"Portugal",2011,0.652040771165356,-1,Inf,"65.2%","-100%","Inf%"
"Puerto Rico",2011,0.56834458757985,-1,Inf,"56.8%","-100%","Inf%"
"Qatar",2011,-0.00689104637416094,-0.473726977833143,0.598533036726015,"-0.7%","-47.4%","59.9%"
"Romania",2011,0.140082105729229,-0.343604019452432,0.80113216621801,"14%","-34.4%","80.1%"
"Russia",2011,-0.0337623196070574,-0.200670470386365,0.14856938017484,"-3.4%","-20.1%","14.9%"
"Saudi Arabia",2011,0.0831496676007373,-0.13846881236667,0.327465787480688,"8.3%","-13.8%","32.7%"
"Serbia",2011,0.0727219365760992,-0.286947351978702,0.511620641530086,"7.3%","-28.7%","51.2%"
"Singapore",2011,0.147762179176597,-0.337105873828462,0.813189780565199,"14.8%","-33.7%","81.3%"
"Slovakia",2011,-0.556799993318791,-1,Inf,"-55.7%","-100%","Inf%"
"South Africa",2011,0.0157628464319532,-0.162302818106309,0.212828304166107,"1.6%","-16.2%","21.3%"
"South Korea",2011,-0.0888458542310192,-0.831860095883959,1.10448668713657,"-8.9%","-83.2%","110.4%"
"Spain",2011,0.238937491262974,-0.995150767681557,3.99491553590384,"23.9%","-99.5%","399.5%"
"Syria",2011,0.263180256714935,-0.953493544068056,3.42675073710182,"26.3%","-95.3%","342.7%"
"Taiwan",2011,-0.416038897902014,-1,Inf,"-41.6%","-100%","Inf%"
"Thailand",2011,-0.1771468253377,-1,Inf,"-17.7%","-100%","Inf%"
"Trinidad",2011,-0.0353628478349552,-1,Inf,"-3.5%","-100%","Inf%"
"Turkey",2011,0.18207041274945,-0.242242159741982,0.716869092974068,"18.2%","-24.2%","71.7%"
"Turkmenistan",2011,0.125089574028506,-0.868684661983455,1.90947896737937,"12.5%","-86.9%","190.9%"
"UK",2011,-0.258680137686836,-1,1.17442068206656,"-25.9%","-100%","117.4%"
"USA",2011,-0.0859142111550555,-0.347160429571652,0.216942536999282,"-8.6%","-34.7%","21.7%"
"Ukraine",2011,0.0815184984761972,-0.253182258181051,0.484343949476982,"8.2%","-25.3%","48.4%"
"United Arab Emirates",2011,0.124899203793229,-0.293109424814627,0.648858196797196,"12.5%","-29.3%","64.9%"
"Uzbekistan",2011,0.149073671036683,-0.349852315350623,0.816386273624673,"14.9%","-35%","81.6%"
"Venezuela",2011,-0.0263558646126886,-0.383709921813541,0.412113659863463,"-2.6%","-38.4%","41.2%"
"Zambia",2011,-0.292915437389685,-0.872764640812801,0.522464579553004,"-29.3%","-87.3%","52.2%"
"Zimbabwe",2011,0.374072439204211,-1,Inf,"37.4%","-100%","Inf%"
"Albania",2012,-0.071621394006223,-1,Inf,"-7.2%","-100%","Inf%"
"Armenia",2012,-0.100157894051804,-1,Inf,"-10%","-100%","Inf%"
"Aruba",2012,-0.179500660054897,-0.54483863071482,0.277422146422133,"-18%","-54.5%","27.7%"
"Australia",2012,-0.117194603274618,-0.450492722102725,0.29232181916314,"-11.7%","-45%","29.2%"
"Bangladesh",2012,0.758104761881828,-1,Inf,"75.8%","-100%","Inf%"
"Belarus",2012,-0.412420179141919,-1,Inf,"-41.2%","-100%","Inf%"
"Bosnia and Herzegovina",2012,0.317389731614561,-0.291343012057359,1.18697407440499,"31.7%","-29.1%","118.7%"
"Botswana",2012,0.530117529261202,-0.27158917951009,1.78296808293336,"53%","-27.2%","178.3%"
"Brazil",2012,0.048239701129682,-1,Inf,"4.8%","-100%","Inf%"
"Bulgaria",2012,-0.235305912580358,-0.498524211416639,0.0763570145913146,"-23.5%","-49.9%","7.6%"
"Canada",2012,0.162176269128465,-0.606176044320089,1.48760625840092,"16.2%","-60.6%","148.8%"
"Chile",2012,0.0452070581301536,-0.745290025589213,1.4293085188425,"4.5%","-74.5%","142.9%"
"China",2012,-0.0090797556322666,-0.0834638076977429,0.068432449427313,"-0.9%","-8.3%","6.8%"
"Colombia",2012,0.30976247753877,-1,Inf,"31%","-100%","Inf%"
"Croatia",2012,-0.0202652158414448,-1,Inf,"-2%","-100%","Inf%"
"Cuba",2012,-0.0319984834162987,-0.408003654240712,0.434617448685522,"-3.2%","-40.8%","43.5%"
"Curacao",2012,-0.512435111869729,-1,0.555988913328541,"-51.2%","-100%","55.6%"
"Cyprus",2012,0.20851317063144,-1,Inf,"20.9%","-100%","Inf%"
"Czech Republic",2012,0.228416827560822,-1,Inf,"22.8%","-100%","Inf%"
"Egypt",2012,-0.135766798894561,-1,2.39105593103833,"-13.6%","-100%","239.1%"
"Estonia",2012,-0.794831129223347,-1,0.0795499717004353,"-79.5%","-100%","8%"
"France",2012,0.70010629534452,-72.8652005222602,Inf,"70%","-7286.5%","Inf%"
"Georgia",2012,6.19364169517667,-1,Inf,"619.4%","-100%","Inf%"
"Germany",2012,0.139726204074214,-1,Inf,"14%","-100%","Inf%"
"Greece",2012,-0.381417661764912,-1,0.698789865703748,"-38.1%","-100%","69.9%"
"Guatemala",2012,-0.128069265930548,-1,Inf,"-12.8%","-100%","Inf%"
"Honduras",2012,-0.207338921008578,-1,Inf,"-20.7%","-100%","Inf%"
"India",2012,-0.0467796962980901,-0.225161628418119,0.151383313765814,"-4.7%","-22.5%","15.1%"
"Indonesia",2012,0.0600641833849567,-0.511828520378535,0.904630375087139,"6%","-51.2%","90.5%"
"Iran",2012,-0.101015071812915,-0.300662559537776,0.12469723135648,"-10.1%","-30.1%","12.5%"
"Iraq",2012,-0.113624190557686,-0.594930630447169,0.559064736379207,"-11.4%","-59.5%","55.9%"
"Israel",2012,-0.453690796443194,-1,0.725584767521788,"-45.4%","-100%","72.6%"
"Italy",2012,-0.257664520102131,-1,Inf,"-25.8%","-100%","Inf%"
"Jamaica",2012,-0.175681353097353,-0.987900870816009,1.26688492106546,"-17.6%","-98.8%","126.7%"
"Jordan",2012,0.0103532615781847,-1,Inf,"1%","-100%","Inf%"
"Kazakhstan",2012,0.111806550908833,-0.386847974423394,0.781758952395085,"11.2%","-38.7%","78.2%"
"Kuwait",2012,-0.197741878501436,-0.456962877817888,0.104883787951486,"-19.8%","-45.7%","10.5%"
"Lebanon",2012,1.40530315345237,-1,Inf,"140.5%","-100%","Inf%"
"Macedonia (FYROM)",2012,0.339557209566093,-1,Inf,"34%","-100%","Inf%"
"Mali",2012,1.04959630677222,-1,Inf,"105%","-100%","Inf%"
"Mexico",2012,-0.0358764865852109,-0.22591093311077,0.172305851223489,"-3.6%","-22.6%","17.2%"
"Morocco",2012,0.0672147937222298,-0.711908026261091,1.44239099815845,"6.7%","-71.2%","144.2%"
"Namibia",2012,-0.0282225310516883,-1,2.72223255360974,"-2.8%","-100%","272.2%"
"Oman",2012,0.186094722537305,-1,Inf,"18.6%","-100%","Inf%"
"Pakistan",2012,-0.291704118204856,-0.792282197335218,0.413413053666815,"-29.2%","-79.2%","41.3%"
"Peru",2012,4.71466790208119,-1,Inf,"471.5%","-100%","Inf%"
"Poland",2012,0.0378444430668676,-0.748515184556888,1.45635757369009,"3.8%","-74.9%","145.6%"
"Portugal",2012,-0.289198974845624,-1,Inf,"-28.9%","-100%","Inf%"
"Puerto Rico",2012,-0.292077802426554,-1,Inf,"-29.2%","-100%","Inf%"
"Qatar",2012,-0.270898107240417,-0.673852680586286,0.24891291319805,"-27.1%","-67.4%","24.9%"
"Romania",2012,0.0618218664915664,-0.307555310795678,0.53099040202877,"6.2%","-30.8%","53.1%"
"Russia",2012,0.0448083532542729,-0.1319167673326,0.239695228382197,"4.5%","-13.2%","24%"
"Saudi Arabia",2012,-0.181662847913027,-0.355525615934843,0.0137760757404057,"-18.2%","-35.6%","1.4%"
"Serbia",2012,-0.314803404788571,-0.583971119662674,0.000235563869262378,"-31.5%","-58.4%","0%"
"Singapore",2012,0.181959238949198,-0.239997978041961,0.711149589467992,"18.2%","-24%","71.1%"
"Slovakia",2012,-0.0935513925980296,-1,Inf,"-9.4%","-100%","Inf%"
"South Africa",2012,0.0130796057401561,-0.158410875203876,0.200816832920157,"1.3%","-15.8%","20.1%"
"South Korea",2012,0.0731045061117364,-0.795731919418236,1.78326415901696,"7.3%","-79.6%","178.3%"
"Spain",2012,0.017037672566641,-0.871730384551867,1.93791544298255,"1.7%","-87.2%","193.8%"
"Syria",2012,-0.264827206615319,-1,1.33359229778846,"-26.5%","-100%","133.4%"
"Taiwan",2012,-0.0162884474780907,-1,Inf,"-1.6%","-100%","Inf%"
"Thailand",2012,0.404320315992149,-1,Inf,"40.4%","-100%","Inf%"
"Trinidad",2012,0.813860504529363,-1,Inf,"81.4%","-100%","Inf%"
"Turkey",2012,-0.0640606505591643,-0.397212542316559,0.337110590904074,"-6.4%","-39.7%","33.7%"
"Turkmenistan",2012,-0.0351635771551013,-0.871500477999725,1.78755286718688,"-3.5%","-87.2%","178.8%"
"UK",2012,0.2127166898452,5.84036942683487,Inf,"21.3%","584%","Inf%"
"USA",2012,-0.313145057778426,-0.564704325044547,-0.025945867813651,"-31.3%","-56.5%","-2.6%"
