"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Aruba",2010,-0.688084115786118,-0.870757519392226,-0.484548051873104,"-68.8%","-87.1%","-48.5%"
"Australia",2010,0.00158467208722834,-0.215925542072312,0.240489868734846,"0.2%","-21.6%","24%"
"Bangladesh",2010,0.577911004577423,-1,Inf,"57.8%","-100%","Inf%"
"Belarus",2010,0.08002247520841,-1,Inf,"8%","-100%","Inf%"
"Bosnia and Herzegovina",2010,-0.254992554523069,-0.54116653459158,0.0728851823528374,"-25.5%","-54.1%","7.3%"
"Botswana",2010,-0.160352898532768,-0.46074740119901,0.184345052626636,"-16%","-46.1%","18.4%"
"Brazil",2010,0.466678727296889,-0.591643797005983,2.42355668660653,"46.7%","-59.2%","242.4%"
"Bulgaria",2010,-0.190911631161237,-0.364601978180076,-2.68240753520388e-06,"-19.1%","-36.5%","0%"
"Canada",2010,-0.153685595791774,-0.447565867542658,0.189072418085841,"-15.4%","-44.8%","18.9%"
"Chile",2010,0.193927342719158,-0.394716940418789,0.962572008599922,"19.4%","-39.5%","96.3%"
"China",2010,0.124755536063288,0.0670986520043868,0.183860124375391,"12.5%","6.7%","18.4%"
"Colombia",2010,0.128439008763371,-0.641917213668978,1.47074987080388,"12.8%","-64.2%","147.1%"
"Croatia",2010,-0.114053433960547,-1,Inf,"-11.4%","-100%","Inf%"
"Cuba",2010,0.0910121600463483,-0.120903975679452,0.325597739006518,"9.1%","-12.1%","32.6%"
"Curacao",2010,-0.407507902610402,-0.675320211762757,-0.08512131353701,"-40.8%","-67.5%","-8.5%"
"Cyprus",2010,-0.0680347545018387,-1,Inf,"-6.8%","-100%","Inf%"
"Czech Republic",2010,-0.158492857326368,-1,Inf,"-15.8%","-100%","Inf%"
"Egypt",2010,-0.311741945701998,-0.887373391526033,0.631531198279161,"-31.2%","-88.7%","63.2%"
"Estonia",2010,-0.279204161341101,-0.898987650530462,0.713386135906797,"-27.9%","-89.9%","71.3%"
"France",2010,-0.301620564465307,-0.884941403489552,0.470384603319934,"-30.2%","-88.5%","47%"
"Georgia",2010,-0.245410638741014,-1,Inf,"-24.5%","-100%","Inf%"
"Germany",2010,-0.469332862140118,-0.980101390133304,0.235285772409395,"-46.9%","-98%","23.5%"
"Greece",2010,-0.385452395888216,-0.594255947144119,-0.144836752154842,"-38.5%","-59.4%","-14.5%"
"Guatemala",2010,0.0766429090493781,-0.98309349619002,3.13690702929695,"7.7%","-98.3%","313.7%"
"Honduras",2010,0.07057405073513,-1,3.35715273075782,"7.1%","-100%","335.7%"
"India",2010,-0.064930242670075,-0.168908423836897,0.0451616670731325,"-6.5%","-16.9%","4.5%"
"Indonesia",2010,0.0491564797471062,-0.268760742278214,0.427097800175267,"4.9%","-26.9%","42.7%"
"Iran",2010,0.0393284274238042,-0.0925791563939103,0.179637727927623,"3.9%","-9.3%","18%"
"Iraq",2010,0.0212619719659681,-0.282977878286345,0.378003167936304,"2.1%","-28.3%","37.8%"
"Israel",2010,0.449755082781955,-0.711850737395052,1.99134903055895,"45%","-71.2%","199.1%"
"Italy",2010,-0.768241462782006,-1,Inf,"-76.8%","-100%","Inf%"
"Jamaica",2010,-0.0856334661418143,-0.517825956036756,0.477183905051564,"-8.6%","-51.8%","47.7%"
"Jordan",2010,0.0365316637611561,-0.883971604197234,1.64716634416793,"3.7%","-88.4%","164.7%"
"Kazakhstan",2010,-0.0874679303634213,-0.33448977236648,0.194839923008438,"-8.7%","-33.4%","19.5%"
"Kuwait",2010,-0.0251114531833659,-0.196167933036993,0.159320323608699,"-2.5%","-19.6%","15.9%"
"Lebanon",2010,-0.449332763714401,-1,Inf,"-44.9%","-100%","Inf%"
"Macedonia (FYROM)",2010,0.0138414787013801,17.7593151876565,Inf,"1.4%","1775.9%","Inf%"
"Mali",2010,0.213506348421558,-1,Inf,"21.4%","-100%","Inf%"
"Mexico",2010,-0.175946051402399,-0.268049874189596,-0.0791462989662622,"-17.6%","-26.8%","-7.9%"
"Morocco",2010,0.0400749782666536,-0.430697169702545,0.592367659871641,"4%","-43.1%","59.2%"
"Namibia",2010,0.934479648068409,-0.341815027559146,3.0561107084651,"93.4%","-34.2%","305.6%"
"Oman",2010,0.487512199245078,-0.636100008306824,2.39971299199935,"48.8%","-63.6%","240%"
"Pakistan",2010,-0.0214349380518226,-0.333249370770516,0.359785311514002,"-2.1%","-33.3%","36%"
"Peru",2010,-0.817284611993453,-1,-0.537155446869946,"-81.7%","-100%","-53.7%"
"Poland",2010,0.251019768892009,-0.462976239370731,1.2812085177436,"25.1%","-46.3%","128.1%"
"Portugal",2010,-0.314574986997963,-1,Inf,"-31.5%","-100%","Inf%"
"Puerto Rico",2010,-0.189363256367237,-1,1.04816464346811,"-18.9%","-100%","104.8%"
"Qatar",2010,0.210077933144392,-0.132348473476236,0.610793188957353,"21%","-13.2%","61.1%"
"Romania",2010,-0.294963980455297,-0.519021229565599,-0.0554688703854449,"-29.5%","-51.9%","-5.5%"
"Russia",2010,-0.0140380902576982,-0.13913362127016,0.119139622225005,"-1.4%","-13.9%","11.9%"
"Saudi Arabia",2010,-0.05323974101278,-0.163221901148389,0.0632861448859079,"-5.3%","-16.3%","6.3%"
"Serbia",2010,0.137388126665272,-0.128643299893263,0.438063645595116,"13.7%","-12.9%","43.8%"
"Singapore",2010,-0.00304032682769262,-0.331794754606219,0.371646108952607,"-0.3%","-33.2%","37.2%"
"Slovakia",2010,1.72278637973737,18.4085098814309,Inf,"172.3%","1840.9%","Inf%"
"South Africa",2010,-0.0207543953686635,-0.148617791376072,0.115904044774128,"-2.1%","-14.9%","11.6%"
"South Korea",2010,-0.0987216946376733,-0.489494352653193,0.376972072868969,"-9.9%","-48.9%","37.7%"
"Spain",2010,-0.260514245267351,-0.728929454519685,0.311695070712293,"-26.1%","-72.9%","31.2%"
"Syria",2010,-0.277654920578864,-0.616882478177647,0.167422366219539,"-27.8%","-61.7%","16.7%"
"Taiwan",2010,0.43110573799769,5.06908097742285,Inf,"43.1%","506.9%","Inf%"
"Thailand",2010,-0.0761612701096074,-1,Inf,"-7.6%","-100%","Inf%"
"Trinidad",2010,-0.392181598140214,-1,1.33149471456693,"-39.2%","-100%","133.1%"
"Turkey",2010,-0.179701410820718,-0.358274221910644,0.0180525808014389,"-18%","-35.8%","1.8%"
"Turkmenistan",2010,0.634899335564743,-0.536024785914226,3.19144918430457,"63.5%","-53.6%","319.1%"
"UK",2010,0.212961092939079,-0.615535229741548,1.43488350217656,"21.3%","-61.6%","143.5%"
"USA",2010,-0.112053426191175,-0.253972613641641,0.0394877052023401,"-11.2%","-25.4%","3.9%"
"Ukraine",2010,-0.0790892441395938,-0.257848852094819,0.113680549679794,"-7.9%","-25.8%","11.4%"
"United Arab Emirates",2010,0.0737455827407272,-0.1983834470984,0.393423807197197,"7.4%","-19.8%","39.3%"
"Uzbekistan",2010,0.031786637382921,-0.269049307736032,0.376486237756902,"3.2%","-26.9%","37.6%"
"Venezuela",2010,0.210306115653647,-0.0722423886937867,0.527861469551392,"21%","-7.2%","52.8%"
"Zambia",2010,-0.105598101946196,-0.459859731105595,0.371625529880088,"-10.6%","-46%","37.2%"
"Zimbabwe",2010,0.3057783252133,-1,Inf,"30.6%","-100%","Inf%"
"Albania",2011,0.163486916829288,-1,Inf,"16.3%","-100%","Inf%"
"Armenia",2011,0.190402562284091,-1,2.51442513718584,"19%","-100%","251.4%"
"Aruba",2011,2.29186158940391,0.616838990512103,5.22978540916016,"229.2%","61.7%","523%"
"Australia",2011,0.0169606303504719,-0.231089768725884,0.297426979535248,"1.7%","-23.1%","29.7%"
"Bangladesh",2011,-0.421438304475357,-1,Inf,"-42.1%","-100%","Inf%"
"Belarus",2011,0.284931949729484,4.4045191073996,Inf,"28.5%","440.5%","Inf%"
"Bosnia and Herzegovina",2011,0.0928187664968365,-0.315549426827375,0.635411592241503,"9.3%","-31.6%","63.5%"
"Botswana",2011,-0.208915261046876,-0.480224409366995,0.142505797769404,"-20.9%","-48%","14.3%"
"Brazil",2011,-0.378981769781365,-0.97102874249641,0.433360440228471,"-37.9%","-97.1%","43.3%"
"Bulgaria",2011,0.255993192380874,-0.0426795618917178,0.593290171736795,"25.6%","-4.3%","59.3%"
"Canada",2011,-0.302102306410032,-0.626754125626991,0.0844334264058673,"-30.2%","-62.7%","8.4%"
"Chile",2011,-0.138828366692068,-0.595733151590503,0.475994971095242,"-13.9%","-59.6%","47.6%"
"China",2011,0.0246019532160762,-0.0320205234962601,0.0827226695248073,"2.5%","-3.2%","8.3%"
"Colombia",2011,-0.261497411037455,-1,0.86960890803246,"-26.1%","-100%","87%"
"Croatia",2011,0.358262999277853,-1,Inf,"35.8%","-100%","Inf%"
"Cuba",2011,0.00306996062136378,-0.213552652046112,0.241725253998267,"0.3%","-21.4%","24.2%"
"Curacao",2011,0.318796002136172,-0.353284452212623,1.21527689648119,"31.9%","-35.3%","121.5%"
"Cyprus",2011,0.0856557186447675,-1,Inf,"8.6%","-100%","Inf%"
"Czech Republic",2011,0.321797631344333,-13.1848906812853,Inf,"32.2%","-1318.5%","Inf%"
"Egypt",2011,0.276563768786575,-0.739896610729978,2.38804232427342,"27.7%","-74%","238.8%"
"Estonia",2011,0.404274528222252,-0.761481358089238,2.95695574123083,"40.4%","-76.1%","295.7%"
"France",2011,-0.184521555202699,-0.969422734730257,1.40756649278669,"-18.5%","-96.9%","140.8%"
"Georgia",2011,-0.781341013808169,-1,Inf,"-78.1%","-100%","Inf%"
"Germany",2011,-0.11078195726601,-0.998948238909267,2.32033672611318,"-11.1%","-99.9%","232%"
"Greece",2011,-0.373701558536615,-0.67301377892313,-0.0199556266062528,"-37.4%","-67.3%","-2%"
"Guatemala",2011,-0.101893736009318,-0.875957863026351,1.69415358627696,"-10.2%","-87.6%","169.4%"
"Honduras",2011,-0.115559584497802,-1,Inf,"-11.6%","-100%","Inf%"
"India",2011,0.0701457211728984,-0.0559836310237765,0.203587654657657,"7%","-5.6%","20.4%"
"Indonesia",2011,0.0467940440347099,-0.342625536319539,0.493597041615575,"4.7%","-34.3%","49.4%"
"Iran",2011,0.0857758256970886,-0.0720648096002036,0.253851767409695,"8.6%","-7.2%","25.4%"
"Iraq",2011,-0.0519822978365752,-0.377932126353462,0.32669270124368,"-5.2%","-37.8%","32.7%"
"Israel",2011,0.196867931539926,-0.726687631587221,2.13945338717442,"19.7%","-72.7%","213.9%"
"Italy",2011,1.57489169213979,-1,Inf,"157.5%","-100%","Inf%"
"Jamaica",2011,0.126275431994259,-0.446585991417582,0.880896540743805,"12.6%","-44.7%","88.1%"
"Jordan",2011,0.0492764906064138,-1,2.30361627583306,"4.9%","-100%","230.4%"
"Kazakhstan",2011,-0.0220842601419704,-0.31038952867788,0.312676663671788,"-2.2%","-31%","31.3%"
"Kuwait",2011,0.0628054345190405,-0.151115608817057,0.298307873275261,"6.3%","-15.1%","29.8%"
"Lebanon",2011,-0.676892838893654,-1,Inf,"-67.7%","-100%","Inf%"
"Macedonia (FYROM)",2011,0.0299782466795202,-1,2.95305732675198,"3%","-100%","295.3%"
"Mali",2011,-0.479035490178639,-1,Inf,"-47.9%","-100%","Inf%"
"Mexico",2011,0.0651208649254291,-0.0598517015203973,0.198315955749731,"6.5%","-6%","19.8%"
"Morocco",2011,-0.175421279330559,-0.587947083424978,0.38575026974755,"-17.5%","-58.8%","38.6%"
"Namibia",2011,-0.263811838567349,-0.672653690559396,0.369358229291087,"-26.4%","-67.3%","36.9%"
"Oman",2011,-0.230720426463385,-1,1.02227771178598,"-23.1%","-100%","102.2%"
"Pakistan",2011,0.121767395812026,-0.304790117898642,0.611174609224263,"12.2%","-30.5%","61.1%"
"Peru",2011,-0.938578214984484,-1,Inf,"-93.9%","-100%","Inf%"
"Poland",2011,-0.0669203660820825,-0.583775586108883,0.672820529245045,"-6.7%","-58.4%","67.3%"
"Portugal",2011,0.652040771165356,-1,Inf,"65.2%","-100%","Inf%"
"Puerto Rico",2011,0.56834458757985,10.2498210264436,Inf,"56.8%","1025%","Inf%"
"Qatar",2011,-0.00689104637416094,-0.313255155283207,0.347132187174697,"-0.7%","-31.3%","34.7%"
"Romania",2011,0.140082105729229,-0.234042172724925,0.619294975181437,"14%","-23.4%","61.9%"
"Russia",2011,-0.0337623196070574,-0.16305105173738,0.10452778686098,"-3.4%","-16.3%","10.5%"
"Saudi Arabia",2011,0.0831496676007373,-0.0739020976528867,0.248536077223831,"8.3%","-7.4%","24.9%"
"Serbia",2011,0.0727219365760992,-0.179347201231711,0.360115154328161,"7.3%","-17.9%","36%"
"Singapore",2011,0.147762179176597,-0.203488738054857,0.594459400034422,"14.8%","-20.3%","59.4%"
"Slovakia",2011,-0.556799993318791,-0.975535832069664,0.182150278621092,"-55.7%","-97.6%","18.2%"
"South Africa",2011,0.0157628464319532,-0.110180000803122,0.151495457030798,"1.6%","-11%","15.1%"
"South Korea",2011,-0.0888458542310192,-0.598329323599334,0.554804788235958,"-8.9%","-59.8%","55.5%"
"Spain",2011,0.238937491262974,-0.565730898932908,1.57954840766042,"23.9%","-56.6%","158%"
"Syria",2011,0.263180256714935,-0.473567910227955,1.19563733849987,"26.3%","-47.4%","119.6%"
"Taiwan",2011,-0.416038897902014,-1,0.891560885228673,"-41.6%","-100%","89.2%"
"Thailand",2011,-0.1771468253377,-1,Inf,"-17.7%","-100%","Inf%"
"Trinidad",2011,-0.0353628478349552,-1,Inf,"-3.5%","-100%","Inf%"
"Turkey",2011,0.18207041274945,-0.0833455922459461,0.483519228582649,"18.2%","-8.3%","48.4%"
"Turkmenistan",2011,0.125089574028506,-0.607890907209646,1.02921731116076,"12.5%","-60.8%","102.9%"
"UK",2011,-0.258680137686836,-0.945599234010267,0.75232017407855,"-25.9%","-94.6%","75.2%"
"USA",2011,-0.0859142111550555,-0.247082829453656,0.0908955998292287,"-8.6%","-24.7%","9.1%"
"Ukraine",2011,0.0815184984761972,-0.145245672364404,0.336978889195744,"8.2%","-14.5%","33.7%"
"United Arab Emirates",2011,0.124899203793229,-0.14696757523621,0.433602156169808,"12.5%","-14.7%","43.4%"
"Uzbekistan",2011,0.149073671036683,-0.185851716486113,0.55070978872884,"14.9%","-18.6%","55.1%"
"Venezuela",2011,-0.0263558646126886,-0.263009745214882,0.243331746566011,"-2.6%","-26.3%","24.3%"
"Zambia",2011,-0.292915437389685,-0.631404658569987,0.0996642514002635,"-29.3%","-63.1%","10%"
"Zimbabwe",2011,0.374072439204211,-1,Inf,"37.4%","-100%","Inf%"
"Albania",2012,-0.071621394006223,-1,Inf,"-7.2%","-100%","Inf%"
"Armenia",2012,-0.100157894051804,-1,Inf,"-10%","-100%","Inf%"
"Aruba",2012,-0.179500660054897,-0.411343652818728,0.090079968578183,"-18%","-41.1%","9%"
"Australia",2012,-0.117194603274618,-0.330487292102306,0.128923280286782,"-11.7%","-33%","12.9%"
"Bangladesh",2012,0.758104761881828,-1,Inf,"75.8%","-100%","Inf%"
"Belarus",2012,-0.412420179141919,-1,1.22216501396621,"-41.2%","-100%","122.2%"
"Bosnia and Herzegovina",2012,0.317389731614561,-0.0597218468364186,0.780029099166244,"31.7%","-6%","78%"
"Botswana",2012,0.530117529261202,0.11550366791669,1.02594722332354,"53%","11.6%","102.6%"
"Brazil",2012,0.048239701129682,-0.947882000826173,2.78742874311217,"4.8%","-94.8%","278.7%"
"Bulgaria",2012,-0.235305912580358,-0.418829219636745,-0.0252001381231022,"-23.5%","-41.9%","-2.5%"
"Canada",2012,0.162176269128465,-0.350157285384153,0.89367330533343,"16.2%","-35%","89.4%"
"Chile",2012,0.0452070581301536,-0.508132314662513,0.825376494679654,"4.5%","-50.8%","82.5%"
"China",2012,-0.0090797556322666,-0.0630950291541905,0.046657242881021,"-0.9%","-6.3%","4.7%"
"Colombia",2012,0.30976247753877,-1,Inf,"31%","-100%","Inf%"
"Croatia",2012,-0.0202652158414448,-1,Inf,"-2%","-100%","Inf%"
"Cuba",2012,-0.0319984834162987,-0.258707512874602,0.224530624111597,"-3.2%","-25.9%","22.5%"
"Curacao",2012,-0.512435111869729,-1,0.208180462638287,"-51.2%","-100%","20.8%"
"Cyprus",2012,0.20851317063144,-1,Inf,"20.9%","-100%","Inf%"
"Czech Republic",2012,0.228416827560822,-0.968128541838102,3.64079028128361,"22.8%","-96.8%","364.1%"
"Egypt",2012,-0.135766798894561,-0.720341798030371,0.83333681988663,"-13.6%","-72%","83.3%"
"Estonia",2012,-0.794831129223347,-1,-0.112829089549017,"-79.5%","-100%","-11.3%"
"France",2012,0.70010629534452,-0.839852612858641,4.89256727656188,"70%","-84%","489.3%"
"Georgia",2012,6.19364169517667,-1,Inf,"619.4%","-100%","Inf%"
"Germany",2012,0.139726204074214,-0.996191080148265,3.58256607454668,"14%","-99.6%","358.3%"
"Greece",2012,-0.381417661764912,-0.809420571756702,0.173962143078346,"-38.1%","-80.9%","17.4%"
"Guatemala",2012,-0.128069265930548,-1,1.54195504802268,"-12.8%","-100%","154.2%"
"Honduras",2012,-0.207338921008578,-1,Inf,"-20.7%","-100%","Inf%"
"India",2012,-0.0467796962980901,-0.152196069053401,0.0664384485036347,"-4.7%","-15.2%","6.6%"
"Indonesia",2012,0.0600641833849567,-0.322535610023222,0.561833825260386,"6%","-32.3%","56.2%"
"Iran",2012,-0.101015071812915,-0.229110483883949,0.0393101514072478,"-10.1%","-22.9%","3.9%"
"Iraq",2012,-0.113624190557686,-0.408173250454209,0.258390305048177,"-11.4%","-40.8%","25.8%"
"Israel",2012,-0.453690796443194,-0.859734598738177,0.141719824326139,"-45.4%","-86%","14.2%"
"Italy",2012,-0.257664520102131,-1,Inf,"-25.8%","-100%","Inf%"
"Jamaica",2012,-0.175681353097353,-0.747097219985827,0.559323519541981,"-17.6%","-74.7%","55.9%"
"Jordan",2012,0.0103532615781847,-1,Inf,"1%","-100%","Inf%"
"Kazakhstan",2012,0.111806550908833,-0.209960808592205,0.49633876616915,"11.2%","-21%","49.6%"
"Kuwait",2012,-0.197741878501436,-0.369383973336827,-0.00570967598304661,"-19.8%","-36.9%","-0.6%"
"Lebanon",2012,1.40530315345237,-1,Inf,"140.5%","-100%","Inf%"
"Macedonia (FYROM)",2012,0.339557209566093,12.9445051168735,Inf,"34%","1294.5%","Inf%"
"Mali",2012,1.04959630677222,-2.38011998894934,Inf,"105%","-238%","Inf%"
"Mexico",2012,-0.0358764865852109,-0.165750388874714,0.100999956708859,"-3.6%","-16.6%","10.1%"
"Morocco",2012,0.0672147937222298,-0.411580918602776,0.73144997079616,"6.7%","-41.2%","73.1%"
"Namibia",2012,-0.0282225310516883,-0.538217284293209,0.65373196291324,"-2.8%","-53.8%","65.4%"
"Oman",2012,0.186094722537305,6.21737934117558,Inf,"18.6%","621.7%","Inf%"
"Pakistan",2012,-0.291704118204856,-0.608341839711642,0.109326236730438,"-29.2%","-60.8%","10.9%"
"Peru",2012,4.71466790208119,-1,Inf,"471.5%","-100%","Inf%"
"Poland",2012,0.0378444430668676,-0.479919736522975,0.782441714682065,"3.8%","-48%","78.2%"
"Portugal",2012,-0.289198974845624,-1,Inf,"-28.9%","-100%","Inf%"
"Puerto Rico",2012,-0.292077802426554,-0.861700555299713,0.617894912015946,"-29.2%","-86.2%","61.8%"
"Qatar",2012,-0.270898107240417,-0.521490315644188,0.0276167770989559,"-27.1%","-52.1%","2.8%"
"Romania",2012,0.0618218664915664,-0.193187668595491,0.36738559995468,"6.2%","-19.3%","36.7%"
"Russia",2012,0.0448083532542729,-0.0909071852746487,0.191238742897121,"4.5%","-9.1%","19.1%"
"Saudi Arabia",2012,-0.181662847913027,-0.300240376161401,-0.0508169979752856,"-18.2%","-30%","-5.1%"
"Serbia",2012,-0.314803404788571,-0.491480008326601,-0.116528367109586,"-31.5%","-49.1%","-11.7%"
"Singapore",2012,0.181959238949198,-0.111202857156327,0.519291417466381,"18.2%","-11.1%","51.9%"
"Slovakia",2012,-0.0935513925980296,-1,2.16596241904394,"-9.4%","-100%","216.6%"
