"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"India",2019,0.0906634423469153,-0.00300903858559343,0.188766194780914,"9.1%","-0.3%","18.9%"
"Mexico",2019,-0.0710989992727243,-0.200540847589418,0.0672440209859839,"-7.1%","-20.1%","6.7%"
"Russia",2019,-0.0021661822114607,-0.164955846210615,0.173756877138362,"-0.2%","-16.5%","17.4%"
"Saudi Arabia",2019,0.12091810403632,-0.00836547984032232,0.25903217070451,"12.1%","-0.8%","25.9%"
"South Africa",2019,0.0303877426213224,-0.0948406031285809,0.164892522033549,"3%","-9.5%","16.5%"
"Australia",2020,-0.120872785300771,-0.380848284943466,0.172688752159876,"-12.1%","-38.1%","17.3%"
"China",2020,0.115870857900918,-0.1137207831676,0.373209949566638,"11.6%","-11.4%","37.3%"
"Europe",2020,-0.156932480421801,-0.340600657926247,0.0415523652425442,"-15.7%","-34.1%","4.2%"
"India",2020,-0.135542481470528,-0.223781542110698,-0.0439977331207474,"-13.6%","-22.4%","-4.4%"
"Mexico",2020,0.230935749223656,0.0628081256164346,0.413388899620975,"23.1%","6.3%","41.3%"
"Russia",2020,0.0631721027604868,-0.109692682248528,0.25333885350395,"6.3%","-11%","25.3%"
"Saudi Arabia",2020,-0.186049248054986,-0.288019731209527,-0.0786827255982051,"-18.6%","-28.8%","-7.9%"
"South Africa",2020,0.00395430994490509,-0.131005314892671,0.146133306689919,"0.4%","-13.1%","14.6%"
