"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Russia",2015,-0.0887758777179036,-0.300501003527404,0.148330149201576,"-8.9%","-30.1%","14.8%"
"Saudi Arabia",2015,0.00410000132795951,-0.273980132082215,0.328134592798977,"0.4%","-27.4%","32.8%"
"South Africa",2015,0.114762337687796,-0.133742440776112,0.398954623039591,"11.5%","-13.4%","39.9%"
"Australia",2016,-0.0917740111164366,-0.705361768471384,0.821209622937913,"-9.2%","-70.5%","82.1%"
"China",2016,-0.0859224137866529,-0.217799103630714,0.055543327421552,"-8.6%","-21.8%","5.6%"
"Europe",2016,-0.0843693163822293,-0.433442447332451,0.340643503359502,"-8.4%","-43.3%","34.1%"
"India",2016,0.131448642087591,-0.123146363396979,0.423710273355492,"13.1%","-12.3%","42.4%"
"Mexico",2016,0.0569972252282898,-0.271819514136523,0.452558908479439,"5.7%","-27.2%","45.3%"
"Russia",2016,-0.0412906352772727,-0.276384399488951,0.22660425295856,"-4.1%","-27.6%","22.7%"
"Saudi Arabia",2016,0.210517907423193,-0.0981247671706047,0.574761707193859,"21.1%","-9.8%","57.5%"
"South Africa",2016,-0.0702947322996034,-0.275070731209457,0.158701754608085,"-7%","-27.5%","15.9%"
"Australia",2017,0.0973689426056756,-0.632496307694224,1.28223341120562,"9.7%","-63.2%","128.2%"
"China",2017,-0.0887801850270165,-0.231364200301141,0.065048582803332,"-8.9%","-23.1%","6.5%"
"Europe",2017,0.0461522289465897,-0.356498412299856,0.554243433564305,"4.6%","-35.6%","55.4%"
"India",2017,-0.000681766683675478,-0.213861119019089,0.238553845551126,"-0.1%","-21.4%","23.9%"
"Mexico",2017,-0.00781691081432334,-0.308588885029933,0.348708539110313,"-0.8%","-30.9%","34.9%"
"Russia",2017,-0.0384669229807726,-0.283249057818344,0.240973929524628,"-3.8%","-28.3%","24.1%"
"Saudi Arabia",2017,0.00958826810849644,-0.22818975718221,0.280016128342076,"1%","-22.8%","28%"
"South Africa",2017,0.0296767657194943,-0.199671174386648,0.289464583963898,"3%","-20%","28.9%"
"Australia",2018,-0.0686743231891287,-0.691351872440887,0.864154293028799,"-6.9%","-69.1%","86.4%"
"China",2018,-0.0655839532683132,-0.222642097259686,0.105192902277617,"-6.6%","-22.3%","10.5%"
"Europe",2018,-0.100848007295426,-0.461013441639205,0.341601720993692,"-10.1%","-46.1%","34.2%"
"India",2018,0.00108216171099063,-0.212514215515402,0.240908818132756,"0.1%","-21.3%","24.1%"
"Mexico",2018,-0.0764036288746598,-0.367071933992261,0.26568713177598,"-7.6%","-36.7%","26.6%"
"Russia",2018,-0.0488936605168202,-0.302459420606061,0.242618082497996,"-4.9%","-30.2%","24.3%"
"Saudi Arabia",2018,-0.118332166752285,-0.339610366499569,0.131405487669535,"-11.8%","-34%","13.1%"
"South Africa",2018,-0.0196521879795742,-0.238112150854838,0.226201304366018,"-2%","-23.8%","22.6%"
"Australia",2019,0.0387913755130302,-0.65808969574555,1.14583849803135,"3.9%","-65.8%","114.6%"
"China",2019,-0.035036888153151,-0.204912086776333,0.150998838070332,"-3.5%","-20.5%","15.1%"
"Europe",2019,0.129715672285718,-0.311902284449099,0.699786572162648,"13%","-31.2%","70%"
"India",2019,0.0537596421852997,-0.164929039550182,0.299969223481176,"5.4%","-16.5%","30%"
"Mexico",2019,-0.00931306774858331,-0.331240481477822,0.376518232123864,"-0.9%","-33.1%","37.7%"
"Russia",2019,0.083951094741372,-0.200420302531305,0.416043926753793,"8.4%","-20%","41.6%"
"Saudi Arabia",2019,0.0531744773879721,-0.215786651066752,0.36511434147336,"5.3%","-21.6%","36.5%"
"South Africa",2019,-0.0144074661076048,-0.236687734358344,0.236754740293359,"-1.4%","-23.7%","23.7%"
"Australia",2020,-0.0623364571768448,-0.70496887086883,0.918434515852818,"-6.2%","-70.5%","91.8%"
"China",2020,-0.0175848633545607,-0.194780379572004,0.177266653528362,"-1.8%","-19.5%","17.7%"
"Europe",2020,-0.113414202857413,-0.466662986612508,0.31804486648025,"-11.3%","-46.7%","31.8%"
"India",2020,-0.104159793976832,-0.29709198312267,0.109788625008452,"-10.4%","-29.7%","11%"
"Mexico",2020,-0.0123440783126445,-0.33669203392694,0.376880747576626,"-1.2%","-33.7%","37.7%"
"Russia",2020,-0.126324922696388,-0.367713244948704,0.148454115186099,"-12.6%","-36.8%","14.8%"
"Saudi Arabia",2020,-0.135586440869075,-0.370037947322849,0.130513993845115,"-13.6%","-37%","13.1%"
"South Africa",2020,-0.0244086801682072,-0.247121838611086,0.227134463210228,"-2.4%","-24.7%","22.7%"
