"COUNTRY","SOURCETY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Australia","Smelter",2010,-0.000722414645654812,-0.9960048851654,2.7947553533762,"-0.1%","-99.6%","279.5%"
"Bangladesh","Coal",2010,NA,-1,Inf,"NaN%","-100%","Inf%"
"Belarus","Oil & Gas",2010,0.00222533170131411,-1,Inf,"0.2%","-100%","Inf%"
"Bosnia and Herzegovina","Coal",2010,-0.00190993897110903,-1,Inf,"-0.2%","-100%","Inf%"
"Botswana","Coal",2010,NA,-1,Inf,"NaN%","-100%","Inf%"
"Botswana","Smelter",2010,NA,-1,Inf,"NaN%","-100%","Inf%"
"Brazil","Oil & Gas",2010,0.0141573037528142,-1,Inf,"1.4%","-100%","Inf%"
"Brazil","Smelter",2010,-0.000296546738257852,-0.51324724970258,0.662514618740699,"0%","-51.3%","66.3%"
"Bulgaria","Coal",2010,-0.00287859745570673,-0.963762249322764,2.51853062055312,"-0.3%","-96.4%","251.9%"
"Canada","Coal",2010,-0.00276811940625799,-0.738769604435324,1.16582074999966,"-0.3%","-73.9%","116.6%"
"Canada","Oil & Gas",2010,-0.00591306815902992,-0.988241603245904,2.35941616859937,"-0.6%","-98.8%","235.9%"
"Canada","Smelter",2010,-0.00607755285448885,-0.671911577492344,1.0337716064363,"-0.6%","-67.2%","103.4%"
"Chile","Smelter",2010,0.00190577862175134,-0.990775746200805,2.60357700546722,"0.2%","-99.1%","260.4%"
"China","Coal",2010,0.0024830727437557,-0.377122574361709,0.471780956957194,"0.2%","-37.7%","47.2%"
"China","Oil & Gas",2010,-0.00588967943967844,-1,Inf,"-0.6%","-100%","Inf%"
"China","Smelter",2010,0.00230384737284184,-0.9095715543512,1.89410145679607,"0.2%","-91%","189.4%"
"Colombia","Oil & Gas",2010,0.000581394943697244,-0.93343302492709,2.03846887323649,"0.1%","-93.3%","203.8%"
"Croatia","Coal",2010,-0.000352204956400426,-1,2.0000988082681,"0%","-100%","200%"
"Cuba","Oil & Gas",2010,0.000494664483430274,-0.399864569929202,0.500075752607495,"0%","-40%","50%"
"Cuba","Smelter",2010,7.05238968683464e-05,-0.407094469443014,0.510755766391433,"0%","-40.7%","51.1%"
"Curacao","Oil & Gas",2010,-0.00256249318750201,-0.80945528983194,1.48351233139287,"-0.3%","-80.9%","148.4%"
"Cyprus","Oil & Gas",2010,8.32894782094584e-05,-1,Inf,"0%","-100%","Inf%"
"Czech Republic","Coal",2010,-0.00148171576742828,-1,Inf,"-0.1%","-100%","Inf%"
"Egypt","Oil & Gas",2010,-0.002818204855498,-0.838860899863557,1.5424080195731,"-0.3%","-83.9%","154.2%"
"Estonia","Oil & Gas",2010,-0.00657682155207195,-1,Inf,"-0.7%","-100%","Inf%"
"France","Coal",2010,-0.0165741488928581,-1,Inf,"-1.7%","-100%","Inf%"
"France","Oil & Gas",2010,0.00218467362414176,-1,Inf,"0.2%","-100%","Inf%"
"Georgia","Smelter",2010,-0.00245547804231772,-1,Inf,"-0.2%","-100%","Inf%"
"Germany","Coal",2010,-0.0073245772771271,-0.863642911257568,1.55683136435013,"-0.7%","-86.4%","155.7%"
"Greece","Coal",2010,-0.0127486731436728,-1,Inf,"-1.3%","-100%","Inf%"
"Greece","Oil & Gas",2010,-0.000723740347543966,-0.723466116342574,1.1458475940895,"-0.1%","-72.3%","114.6%"
"Guatemala","Oil & Gas",2010,0.000133677736460225,-0.604034693609582,0.878442451820083,"0%","-60.4%","87.8%"
"Honduras","Oil & Gas",2010,0.000650753629091394,-0.987499480280949,2.32771306304357,"0.1%","-98.7%","232.8%"
"India","Coal",2010,-0.000108979542064347,-0.344134292515696,0.417393972641263,"0%","-34.4%","41.7%"
"India","Oil & Gas",2010,-0.0196420322482173,-1,Inf,"-2%","-100%","Inf%"
"India","Smelter",2010,0.00224440739031939,-1,Inf,"0.2%","-100%","Inf%"
"Indonesia","Coal",2010,-0.000207913280849681,-0.606639302513647,0.889326109550754,"0%","-60.7%","88.9%"
"Indonesia","Smelter",2010,-3.04695894774998e-05,-0.722162336326277,1.17110637429627,"0%","-72.2%","117.1%"
"Iran","Coal",2010,NA,-1,Inf,"NaN%","-100%","Inf%"
"Iran","Oil & Gas",2010,2.26486428513972e-05,-1,Inf,"0%","-100%","Inf%"
"Iran","Smelter",2010,-0.0030788891429876,-1,Inf,"-0.3%","-100%","Inf%"
"Iraq","Oil & Gas",2010,-0.00156387121948853,-1,Inf,"-0.2%","-100%","Inf%"
"Israel","Coal",2010,0.00422388117784522,-0.996251569993587,2.60510378344872,"0.4%","-99.6%","260.5%"
"Italy","Coal",2010,-0.00376974726304602,-1,Inf,"-0.4%","-100%","Inf%"
"Italy","Oil & Gas",2010,-0.0138295575368956,-1,Inf,"-1.4%","-100%","Inf%"
"Jamaica","Smelter",2010,-0.000945509329329242,-1,Inf,"-0.1%","-100%","Inf%"
"Jordan","Oil & Gas",2010,0.000110174213959535,-0.970499373691467,2.25579816104143,"0%","-97%","225.6%"
"Kazakhstan","Coal",2010,0.000124383844845477,-0.319940074515498,0.379998834198636,"0%","-32%","38%"
"Kazakhstan","Oil & Gas",2010,0.000701005549585965,-0.716040795519811,1.15360290187573,"0.1%","-71.6%","115.4%"
"Kazakhstan","Smelter",2010,-0.00255980777068632,-0.645340373700519,0.979742366884914,"-0.3%","-64.5%","98%"
"Kuwait","Oil & Gas",2010,-4.32166274771939e-05,-1,Inf,"0%","-100%","Inf%"
"Lebanon","Oil & Gas",2010,-0.00472876402976463,-1,Inf,"-0.5%","-100%","Inf%"
"Macedonia (FYROM)","Coal",2010,-0.000108080763116636,-0.962882167709984,1.98928780377709,"0%","-96.3%","198.9%"
"Mali","Smelter",2010,-0.00246619073682142,-1,Inf,"-0.2%","-100%","Inf%"
"Mexico","Coal",2010,0.000101484984121436,-0.602430337730479,0.876117404164495,"0%","-60.2%","87.6%"
"Mexico","Oil & Gas",2010,-0.000677740530298565,-0.489871185606222,0.661181101111364,"-0.1%","-49%","66.1%"
"Mexico","Smelter",2010,0.00348550443784768,-1,Inf,"0.3%","-100%","Inf%"
"Morocco","Coal",2010,0.000344162122971836,-0.642516072034635,0.963611088429027,"0%","-64.3%","96.4%"
"Morocco","Oil & Gas",2010,-0.000204942871218083,-1,Inf,"0%","-100%","Inf%"
"Namibia","Smelter",2010,NA,-1,Inf,"NaN%","-100%","Inf%"
"Oman","Oil & Gas",2010,NA,-1,Inf,"NaN%","-100%","Inf%"
"Pakistan","Coal",2010,0.000349805572445794,-0.733810423674371,1.18862876936545,"0%","-73.4%","118.9%"
"Pakistan","Oil & Gas",2010,0.000245659429576994,-1,Inf,"0%","-100%","Inf%"
"Pakistan","Smelter",2010,-0.0010596324287564,-0.511004268956807,0.678505909983596,"-0.1%","-51.1%","67.9%"
"Peru","Smelter",2010,-0.0205188550710599,-1,Inf,"-2.1%","-100%","Inf%"
"Poland","Coal",2010,0.00175154792235488,-0.677338954117775,0.997642715674093,"0.2%","-67.7%","99.8%"
"Portugal","Coal",2010,-0.00319481713825487,-1,Inf,"-0.3%","-100%","Inf%"
"Puerto Rico","Coal",2010,-0.00338841118027722,-1,Inf,"-0.3%","-100%","Inf%"
"Puerto Rico","Oil & Gas",2010,0.000625243223016048,-0.941112644152344,1.98401786490048,"0.1%","-94.1%","198.4%"
"Qatar","Oil & Gas",2010,0.00166903867783175,-1,Inf,"0.2%","-100%","Inf%"
"Romania","Coal",2010,0.00226998294029079,-1,Inf,"0.2%","-100%","Inf%"
"Romania","Smelter",2010,-0.00673030063298874,-1,Inf,"-0.7%","-100%","Inf%"
"Russia","Coal",2010,-0.000403739886270627,-0.395421645530197,0.489788790652517,"0%","-39.5%","49%"
"Russia","Oil & Gas",2010,-0.000749001469076749,-0.339333756655776,0.406847545572508,"-0.1%","-33.9%","40.7%"
"Russia","Smelter",2010,-0.0009756213188159,-0.233355247570212,0.261313604363561,"-0.1%","-23.3%","26.1%"
"Saudi Arabia","Oil & Gas",2010,-0.000216500774719575,-0.763713960191012,1.30473303686014,"0%","-76.4%","130.5%"
"Serbia","Coal",2010,0.000172094273905632,-0.913022440830233,1.9271276243257,"0%","-91.3%","192.7%"
"Serbia","Smelter",2010,-0.00765662490669894,-1,Inf,"-0.8%","-100%","Inf%"
"Singapore","Oil & Gas",2010,0.00125870280899898,-0.850162948681035,1.60670690681635,"0.1%","-85%","160.7%"
"Slovakia","Coal",2010,0.00848709662643254,-1,Inf,"0.8%","-100%","Inf%"
"South Africa","Coal",2010,3.5590072573477e-06,-0.843205244065869,1.59934301433264,"0%","-84.3%","159.9%"
"South Africa","Smelter",2010,-1.85517038463479e-05,-1,Inf,"0%","-100%","Inf%"
"South Korea","Oil & Gas",2010,-0.000303798113969633,-0.511405321041404,0.669590447447755,"0%","-51.1%","67%"
"Spain","Coal",2010,-0.00700774009174987,-0.808837928173294,1.33625163490231,"-0.7%","-80.9%","133.6%"
"Syria","Oil & Gas",2010,-0.00178928264643108,-1,Inf,"-0.2%","-100%","Inf%"
"Taiwan","Oil & Gas",2010,0.00256861471266734,-0.667910770017157,1.00282955223308,"0.3%","-66.8%","100.3%"
"Thailand","Coal",2010,-0.00155980408980416,-0.744477415423291,1.14924779788571,"-0.2%","-74.4%","114.9%"
"Trinidad","Oil & Gas",2010,-0.00254358011448097,-0.829668156013794,1.39855484315664,"-0.3%","-83%","139.9%"
"Turkey","Coal",2010,0.000196075750803049,-0.789499569900111,1.38785760366484,"0%","-78.9%","138.8%"
"Turkey","Oil & Gas",2010,-0.00601965123803616,-1,Inf,"-0.6%","-100%","Inf%"
"Turkmenistan","Oil & Gas",2010,0.0509299703544963,-1,Inf,"5.1%","-100%","Inf%"
"UK","Coal",2010,0.00263709142627566,-1,2.77346861770875,"0.3%","-100%","277.3%"
"USA","Coal",2010,-0.00113407391313802,-0.402875738261287,0.502983669871817,"-0.1%","-40.3%","50.3%"
"Ukraine","Coal",2010,-0.00174572051287358,-0.391629999060333,0.48384334197675,"-0.2%","-39.2%","48.4%"
"Ukraine","Oil & Gas",2010,0.000710043345993228,-1,Inf,"0.1%","-100%","Inf%"
"Ukraine","Smelter",2010,0.0030901061234061,-0.876548018916283,1.64347668117355,"0.3%","-87.7%","164.3%"
"United Arab Emirates","Oil & Gas",2010,-5.46416723186116e-05,-1,Inf,"0%","-100%","Inf%"
"Uzbekistan","Oil & Gas",2010,0.00219234304560612,-1,Inf,"0.2%","-100%","Inf%"
"Uzbekistan","Smelter",2010,0.000771827764398658,-0.67799717160179,1.06637806344245,"0.1%","-67.8%","106.6%"
"Venezuela","Coal",2010,0.00983806186021696,-1,Inf,"1%","-100%","Inf%"
"Venezuela","Oil & Gas",2010,0.00221114472555128,-1,Inf,"0.2%","-100%","Inf%"
"Zambia","Smelter",2010,-0.00265916447164194,-1,Inf,"-0.3%","-100%","Inf%"
"Zimbabwe","Coal",2010,0.0019675939569328,-0.765355632166744,1.25511294601779,"0.2%","-76.5%","125.5%"
"Albania","Oil & Gas",2011,0.00264700128743267,-1,Inf,"0.3%","-100%","Inf%"
"Armenia","Smelter",2011,0.000363404696582581,-0.926786324542964,1.87526626144727,"0%","-92.7%","187.5%"
"Aruba","Oil & Gas",2011,NA,-1,Inf,"NaN%","-100%","Inf%"
"Australia","Coal",2011,-0.000259802327124414,-0.399166701963947,0.497960312125834,"0%","-39.9%","49.8%"
"Australia","Smelter",2011,0.000928009340144254,-0.996560851501049,2.84699123383028,"0.1%","-99.7%","284.7%"
"Bangladesh","Coal",2011,NA,-1,Inf,"NaN%","-100%","Inf%"
"Belarus","Oil & Gas",2011,0.00403686075960463,-1,Inf,"0.4%","-100%","Inf%"
"Bosnia and Herzegovina","Coal",2011,0.00230987542905514,-1,Inf,"0.2%","-100%","Inf%"
"Botswana","Coal",2011,NA,-1,Inf,"NaN%","-100%","Inf%"
"Botswana","Smelter",2011,NA,-1,Inf,"NaN%","-100%","Inf%"
"Brazil","Oil & Gas",2011,-0.0129983904789612,-1,Inf,"-1.3%","-100%","Inf%"
"Brazil","Smelter",2011,0.000179679100939856,-0.565857387780302,0.778879258307489,"0%","-56.6%","77.9%"
"Bulgaria","Coal",2011,0.00545793417905971,-0.945878739079341,2.10117988551023,"0.5%","-94.6%","210.1%"
"Canada","Coal",2011,2.11577888729053e-05,-0.771483764858343,1.29982943142872,"0%","-77.1%","130%"
"Canada","Oil & Gas",2011,-0.00802288216243785,-0.990327205981662,2.76218014384925,"-0.8%","-99%","276.2%"
"Canada","Smelter",2011,-0.00301539008629692,-0.668618097949164,1.03178696215174,"-0.3%","-66.9%","103.2%"
"Chile","Smelter",2011,-0.00153310804109719,-0.999644718490044,2.76265645819311,"-0.2%","-100%","276.3%"
"China","Coal",2011,0.00131642059488635,-0.391252482495506,0.487667321236287,"0.1%","-39.1%","48.8%"
"China","Oil & Gas",2011,0.0138411921940851,-1,Inf,"1.4%","-100%","Inf%"
"China","Smelter",2011,-0.00776746696133723,-0.920085601156738,1.9360147634672,"-0.8%","-92%","193.6%"
"Colombia","Oil & Gas",2011,-0.00230921569221909,-0.949029220766423,2.11133151238797,"-0.2%","-94.9%","211.1%"
"Croatia","Coal",2011,0.00136413711782657,-1,Inf,"0.1%","-100%","Inf%"
"Cuba","Oil & Gas",2011,-0.000255442504833781,-0.40829608256155,0.515630981747279,"0%","-40.8%","51.6%"
"Cuba","Smelter",2011,0.000523189568652827,-0.41888264668972,0.531994381995451,"0.1%","-41.9%","53.2%"
"Curacao","Oil & Gas",2011,0.00114717816570686,-0.809854922430814,1.44885248651123,"0.1%","-81%","144.9%"
"Cyprus","Oil & Gas",2011,0.00132887104263757,-1,Inf,"0.1%","-100%","Inf%"
"Czech Republic","Coal",2011,0.00120988379880238,-1,Inf,"0.1%","-100%","Inf%"
"Egypt","Oil & Gas",2011,0.00245796586115588,-0.868983083491145,1.63354181556687,"0.2%","-86.9%","163.4%"
"Estonia","Oil & Gas",2011,0.00827759707180498,-1,Inf,"0.8%","-100%","Inf%"
"France","Coal",2011,-0.00999668907430695,-1,Inf,"-1%","-100%","Inf%"
"France","Oil & Gas",2011,-0.00197912163418912,-1,Inf,"-0.2%","-100%","Inf%"
"Georgia","Smelter",2011,-0.00359587058829458,-1,Inf,"-0.4%","-100%","Inf%"
"Germany","Coal",2011,-0.00151044949358747,-0.889534384706866,1.7749134177026,"-0.2%","-89%","177.5%"
"Greece","Coal",2011,-0.00667645056208077,-1,Inf,"-0.7%","-100%","Inf%"
"Greece","Oil & Gas",2011,0.000278092390707974,-0.758924220504086,1.24755259323469,"0%","-75.9%","124.8%"
"Guatemala","Oil & Gas",2011,-0.000640105755077336,-0.615698450395478,0.902561808654432,"-0.1%","-61.6%","90.3%"
"Honduras","Oil & Gas",2011,-0.00125660356911195,-1,2.80466728745463,"-0.1%","-100%","280.5%"
"India","Coal",2011,0.000236347586930918,-0.345118091078593,0.420057039723752,"0%","-34.5%","42%"
"India","Oil & Gas",2011,0.000184722869157161,-1,Inf,"0%","-100%","Inf%"
"India","Smelter",2011,0.000345355866046004,-1,Inf,"0%","-100%","Inf%"
"Indonesia","Coal",2011,0.000479559201432833,-0.611842797816826,0.900357893650881,"0%","-61.2%","90%"
"Indonesia","Smelter",2011,-0.00183450576531774,-0.740038484773265,1.2040444255963,"-0.2%","-74%","120.4%"
"Iran","Coal",2011,NA,-1,Inf,"NaN%","-100%","Inf%"
"Iran","Oil & Gas",2011,0.000539690115858527,-1,Inf,"0.1%","-100%","Inf%"
"Iran","Smelter",2011,0.0114544981841462,-1,Inf,"1.1%","-100%","Inf%"
"Iraq","Oil & Gas",2011,0.00426674881083589,-1,Inf,"0.4%","-100%","Inf%"
"Israel","Coal",2011,0.00264205075349633,-1,2.96824733276399,"0.3%","-100%","296.8%"
