"COUNTRY","SOURCETY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Iraq","Oil & Gas",2009,0,-0.129332519469151,0.136333857452002,"0%","-12.9%","13.6%"
"Israel","Coal",2009,0,-0.351633110971428,0.411037683640116,"0%","-35.2%","41.1%"
"Italy","Coal",2009,0,-1,Inf,"0%","-100%","Inf%"
"Italy","Oil & Gas",2009,0,-1,2.4022962757143,"0%","-100%","240.2%"
"Jamaica","Smelter",2009,0,-0.290365551358652,0.345746437051916,"0%","-29%","34.6%"
"Jordan","Oil & Gas",2009,0,-0.32220457763727,0.37460323543162,"0%","-32.2%","37.5%"
"Kazakhstan","Coal",2009,0,-0.160733912470027,0.171782168021336,"0%","-16.1%","17.2%"
"Kazakhstan","Oil & Gas",2009,0,-0.344471539241036,0.402709910246564,"0%","-34.4%","40.3%"
"Kazakhstan","Smelter",2009,0,-0.279890054866692,0.342117204571912,"0%","-28%","34.2%"
"Kuwait","Oil & Gas",2009,0,-0.131070639194419,0.141622800577479,"0%","-13.1%","14.2%"
"Lebanon","Oil & Gas",2009,0,-0.942063684263098,1.63203226213023,"0%","-94.2%","163.2%"
"Macedonia (FYROM)","Coal",2009,0,-0.473276517615582,0.594740312185191,"0%","-47.3%","59.5%"
"Mali","Smelter",2009,0,-0.456923830352051,0.572892610460005,"0%","-45.7%","57.3%"
"Mexico","Coal",2009,0,-0.155934637432056,0.168810134944676,"0%","-15.6%","16.9%"
"Mexico","Oil & Gas",2009,0,-0.100867555514717,0.10625061982968,"0%","-10.1%","10.6%"
"Mexico","Smelter",2009,0,-0.585909674270606,0.798066020899774,"0%","-58.6%","79.8%"
"Morocco","Coal",2009,0,-0.25157693872478,0.281920096859137,"0%","-25.2%","28.2%"
"Morocco","Oil & Gas",2009,0,-0.465157913522805,0.597542991593138,"0%","-46.5%","59.8%"
"Namibia","Smelter",2009,0,-0.280933917477238,0.310887216687449,"0%","-28.1%","31.1%"
"Oman","Oil & Gas",2009,0,-0.36948990531864,0.429590727067649,"0%","-36.9%","43%"
"Pakistan","Coal",2009,0,-0.319171486796034,0.376523057262258,"0%","-31.9%","37.7%"
"Pakistan","Oil & Gas",2009,0,-0.161029906719102,0.173638286246194,"0%","-16.1%","17.4%"
"Pakistan","Smelter",2009,0,-0.316714510476118,0.367684087319606,"0%","-31.7%","36.8%"
"Peru","Smelter",2009,0,-0.146341689010561,0.162503125154139,"0%","-14.6%","16.3%"
"Poland","Coal",2009,0,-0.298446342742138,0.34607972732025,"0%","-29.8%","34.6%"
"Portugal","Coal",2009,0,-0.670328388630948,0.977672251592733,"0%","-67%","97.8%"
"Puerto Rico","Coal",2009,0,-0.674126807840424,0.961399499209633,"0%","-67.4%","96.1%"
"Puerto Rico","Oil & Gas",2009,0,-0.596655906256905,0.828705801978459,"0%","-59.7%","82.9%"
"Qatar","Oil & Gas",2009,0,-0.177260376980967,0.196249639564857,"0%","-17.7%","19.6%"
"Romania","Coal",2009,0,-0.299328181197414,0.358952769155279,"0%","-29.9%","35.9%"
"Romania","Smelter",2009,0,-0.981106677012542,2.36519347969879,"0%","-98.1%","236.5%"
"Russia","Coal",2009,0,-0.239860839026506,0.26514782066453,"0%","-24%","26.5%"
"Russia","Oil & Gas",2009,0,-0.190552968175538,0.20710262823742,"0%","-19.1%","20.7%"
"Russia","Smelter",2009,0,-0.125635224629444,0.133503461979637,"0%","-12.6%","13.4%"
"Saudi Arabia","Oil & Gas",2009,0,-0.0743078739957503,0.0772656178903142,"0%","-7.4%","7.7%"
"Serbia","Coal",2009,0,-0.167260121482277,0.180274492266548,"0%","-16.7%","18%"
"Serbia","Smelter",2009,0,-0.552290518796053,0.708972977600574,"0%","-55.2%","70.9%"
"Singapore","Oil & Gas",2009,0,-0.202400188191837,0.227805955776063,"0%","-20.2%","22.8%"
"Slovakia","Coal",2009,0,-0.789484631723054,1.25877526081946,"0%","-78.9%","125.9%"
"South Africa","Coal",2009,0,-0.107242277309802,0.113270255321698,"0%","-10.7%","11.3%"
"South Africa","Smelter",2009,0,-0.437917361539734,0.556591213851022,"0%","-43.8%","55.7%"
"South Korea","Oil & Gas",2009,0,-0.323706140957904,0.385942803319102,"0%","-32.4%","38.6%"
"Spain","Coal",2009,0,-0.205741541115047,0.232220406108713,"0%","-20.6%","23.2%"
"Syria","Oil & Gas",2009,0,-0.288023414227039,0.331603888125054,"0%","-28.8%","33.2%"
"Taiwan","Oil & Gas",2009,0,-0.394753082317603,0.476388605866365,"0%","-39.5%","47.6%"
"Thailand","Coal",2009,0,-0.434710094220769,0.54989972414216,"0%","-43.5%","55%"
"Trinidad","Oil & Gas",2009,0,-0.583700020596183,0.790933652622974,"0%","-58.4%","79.1%"
"Turkey","Coal",2009,0,-0.110122337723623,0.116358335523588,"0%","-11%","11.6%"
"Turkey","Oil & Gas",2009,0,-0.442741782214115,0.546254078630437,"0%","-44.3%","54.6%"
"Turkmenistan","Oil & Gas",2009,0,-0.198880701814877,0.218413027748163,"0%","-19.9%","21.8%"
"UK","Coal",2009,0,-0.689168644414049,1.04754023546104,"0%","-68.9%","104.8%"
"USA","Coal",2009,0,-0.0940060075589311,0.0984576170546481,"0%","-9.4%","9.8%"
"Ukraine","Coal",2009,0,-0.12396198653469,0.131838023106512,"0%","-12.4%","13.2%"
"Ukraine","Oil & Gas",2009,0,-0.999673842661489,2.27077745699704,"0%","-100%","227.1%"
"Ukraine","Smelter",2009,0,-0.492706214675366,0.616770273368771,"0%","-49.3%","61.7%"
"United Arab Emirates","Oil & Gas",2009,0,-0.155541652411661,0.16914835874393,"0%","-15.6%","16.9%"
"Uzbekistan","Oil & Gas",2009,0,-0.144322729391167,0.154180835931128,"0%","-14.4%","15.4%"
"Uzbekistan","Smelter",2009,0,-0.173978768096109,0.189756995924772,"0%","-17.4%","19%"
"Venezuela","Coal",2009,0,-0.498007488249466,0.581801078063603,"0%","-49.8%","58.2%"
"Venezuela","Oil & Gas",2009,0,-0.130984015792227,0.139084089195471,"0%","-13.1%","13.9%"
"Zambia","Smelter",2009,0,-0.276225890434968,0.317261042535505,"0%","-27.6%","31.7%"
"Zimbabwe","Coal",2009,0,-0.335340632471972,0.400649696630247,"0%","-33.5%","40.1%"
"Albania","Oil & Gas",2010,0,-1,2.19821685237197,"0%","-100%","219.8%"
"Armenia","Smelter",2010,0,-0.545620405344539,0.73358440224047,"0%","-54.6%","73.4%"
"Aruba","Oil & Gas",2010,0,-0.28753793720752,0.354681544253955,"0%","-28.8%","35.5%"
"Australia","Coal",2010,0,-0.168606940305762,0.182644016927914,"0%","-16.9%","18.3%"
"Australia","Smelter",2010,0,-0.155793542295813,0.168668900871445,"0%","-15.6%","16.9%"
"Bangladesh","Coal",2010,0,-0.845266314538356,1.29544600589688,"0%","-84.5%","129.5%"
"Belarus","Oil & Gas",2010,0,-0.979168721147034,2.05203195654483,"0%","-97.9%","205.2%"
"Bosnia and Herzegovina","Coal",2010,0,-0.242307972741777,0.276772047154445,"0%","-24.2%","27.7%"
"Botswana","Coal",2010,0,-0.544329830784484,0.770539915691081,"0%","-54.4%","77.1%"
"Botswana","Smelter",2010,0,-0.253272674049249,0.296010003728771,"0%","-25.3%","29.6%"
"Brazil","Oil & Gas",2010,0,-1,Inf,"0%","-100%","Inf%"
"Brazil","Smelter",2010,0,-0.479366555897852,0.599426884783339,"0%","-47.9%","59.9%"
"Bulgaria","Coal",2010,0,-0.199434484170285,0.226611019416173,"0%","-19.9%","22.7%"
"Canada","Coal",2010,0,-0.413619455741381,0.508085931689821,"0%","-41.4%","50.8%"
"Canada","Oil & Gas",2010,0,-0.60946947430241,0.851324840403309,"0%","-60.9%","85.1%"
"Canada","Smelter",2010,0,-0.332455794902375,0.403163342689148,"0%","-33.2%","40.3%"
"Chile","Smelter",2010,0,-0.300529475838659,0.347235887173599,"0%","-30.1%","34.7%"
"China","Coal",2010,0,-0.0489965601891386,0.0501257906139072,"0%","-4.9%","5%"
"China","Oil & Gas",2010,0,-0.434611114569769,0.534108370718108,"0%","-43.5%","53.4%"
"China","Smelter",2010,0,-0.175436831042708,0.191419614585858,"0%","-17.5%","19.1%"
"Colombia","Oil & Gas",2010,0,-0.374938239299349,0.454955563418566,"0%","-37.5%","45.5%"
"Croatia","Coal",2010,0,-1,1.95316338184553,"0%","-100%","195.3%"
"Cuba","Oil & Gas",2010,0,-0.170423598896892,0.183367764246137,"0%","-17%","18.3%"
"Cuba","Smelter",2010,0,-0.184312753128578,0.199963530156871,"0%","-18.4%","20%"
"Curacao","Oil & Gas",2010,0,-0.343216613464615,0.424504040656647,"0%","-34.3%","42.5%"
"Cyprus","Oil & Gas",2010,0,-0.783193978551763,1.22633301028995,"0%","-78.3%","122.6%"
"Czech Republic","Coal",2010,0,-0.869592956457525,1.55331318970564,"0%","-87%","155.3%"
"Egypt","Oil & Gas",2010,0,-0.245203633710657,0.27700485350036,"0%","-24.5%","27.7%"
"Estonia","Oil & Gas",2010,0,-0.877076688931157,1.64513574112236,"0%","-87.7%","164.5%"
"France","Coal",2010,0,-1,2.99107399335138,"0%","-100%","299.1%"
"France","Oil & Gas",2010,0,-0.700136029426314,1.01037116395255,"0%","-70%","101%"
"Georgia","Smelter",2010,0,-0.719730402033024,1.07502829651668,"0%","-72%","107.5%"
"Germany","Coal",2010,0,-0.650037268435476,0.9477283097318,"0%","-65%","94.8%"
"Greece","Coal",2010,0,-0.263647728812381,0.311719043334514,"0%","-26.4%","31.2%"
"Greece","Oil & Gas",2010,0,-0.620898098787834,0.872497630203173,"0%","-62.1%","87.2%"
"Guatemala","Oil & Gas",2010,0,-0.548175842334086,0.759520009879724,"0%","-54.8%","76%"
"Honduras","Oil & Gas",2010,0,-0.672149010722611,0.953805791684127,"0%","-67.2%","95.4%"
"India","Coal",2010,0,-0.0409997717992731,0.0417479816555275,"0%","-4.1%","4.2%"
"India","Oil & Gas",2010,0,-0.442364285168436,0.566484224418834,"0%","-44.2%","56.6%"
"India","Smelter",2010,0,-0.216046299140939,0.2372135256545,"0%","-21.6%","23.7%"
"Indonesia","Coal",2010,0,-0.22035104141858,0.246000585917562,"0%","-22%","24.6%"
"Indonesia","Smelter",2010,0,-0.317732551102415,0.372595613949542,"0%","-31.8%","37.3%"
"Iran","Coal",2010,0,-0.316847098433719,0.369738179357374,"0%","-31.7%","37%"
"Iran","Oil & Gas",2010,0,-0.092013108374652,0.0960464274615567,"0%","-9.2%","9.6%"
"Iran","Smelter",2010,0,-0.145008452824225,0.154958745666056,"0%","-14.5%","15.5%"
"Iraq","Oil & Gas",2010,0,-0.146090245979377,0.157128659912344,"0%","-14.6%","15.7%"
"Israel","Coal",2010,0,-0.408126344231521,0.49928872193798,"0%","-40.8%","49.9%"
"Italy","Coal",2010,0,-1,Inf,"0%","-100%","Inf%"
"Italy","Oil & Gas",2010,0,-1,Inf,"0%","-100%","Inf%"
"Jamaica","Smelter",2010,0,-0.28500494796025,0.332396262978192,"0%","-28.5%","33.2%"
"Jordan","Oil & Gas",2010,0,-0.392424892825718,0.465034647009497,"0%","-39.2%","46.5%"
"Kazakhstan","Coal",2010,0,-0.188276395044591,0.205517557564416,"0%","-18.8%","20.6%"
"Kazakhstan","Oil & Gas",2010,0,-0.374852412188953,0.460856023501439,"0%","-37.5%","46.1%"
"Kazakhstan","Smelter",2010,0,-0.241075295723721,0.276206580695332,"0%","-24.1%","27.6%"
"Kuwait","Oil & Gas",2010,0,-0.125117498477505,0.133513391649493,"0%","-12.5%","13.4%"
"Lebanon","Oil & Gas",2010,0,-0.989961754005247,2.4605216190304,"0%","-99%","246.1%"
"Macedonia (FYROM)","Coal",2010,0,-0.558398878486747,0.735067735952965,"0%","-55.8%","73.5%"
"Mali","Smelter",2010,0,-0.547811787279069,0.707624082352096,"0%","-54.8%","70.8%"
"Mexico","Coal",2010,0,-0.176517006594197,0.190556795046732,"0%","-17.7%","19.1%"
"Mexico","Oil & Gas",2010,0,-0.0957090175801548,0.101269877044018,"0%","-9.6%","10.1%"
"Mexico","Smelter",2010,0,-0.635270639791108,0.928378977482086,"0%","-63.5%","92.8%"
"Morocco","Coal",2010,0,-0.290033201718663,0.332713560849004,"0%","-29%","33.3%"
"Morocco","Oil & Gas",2010,0,-0.600744063069736,0.759617183430591,"0%","-60.1%","76%"
"Namibia","Smelter",2010,0,-0.353618551954267,0.414334627736891,"0%","-35.4%","41.4%"
"Oman","Oil & Gas",2010,0,-0.456512530130856,0.562831556901123,"0%","-45.7%","56.3%"
"Pakistan","Coal",2010,0,-0.360591751209763,0.427187857968437,"0%","-36.1%","42.7%"
"Pakistan","Oil & Gas",2010,0,-0.176900974034333,0.192909492988142,"0%","-17.7%","19.3%"
"Pakistan","Smelter",2010,0,-0.355520848946179,0.425054239441744,"0%","-35.6%","42.5%"
"Peru","Smelter",2010,0,-0.122555462289512,0.130627164162913,"0%","-12.3%","13.1%"
"Poland","Coal",2010,0,-0.357979612138525,0.416846345950801,"0%","-35.8%","41.7%"
"Portugal","Coal",2010,0,-0.8150323425395,1.23042283712663,"0%","-81.5%","123%"
"Puerto Rico","Coal",2010,0,-0.769654540522648,1.20705248243402,"0%","-77%","120.7%"
"Puerto Rico","Oil & Gas",2010,0,-0.705953628573457,1.00676132405337,"0%","-70.6%","100.7%"
"Qatar","Oil & Gas",2010,0,-0.181370612867223,0.19792195550349,"0%","-18.1%","19.8%"
"Romania","Coal",2010,0,-0.277423612037955,0.327788272332648,"0%","-27.7%","32.8%"
"Romania","Smelter",2010,0,-1,2.67613518148482,"0%","-100%","267.6%"
"Russia","Coal",2010,0,-0.272577675040767,0.312811301783746,"0%","-27.3%","31.3%"
"Russia","Oil & Gas",2010,0,-0.212271372968159,0.236201446567016,"0%","-21.2%","23.6%"
"Russia","Smelter",2010,0,-0.137308346073929,0.14658178341425,"0%","-13.7%","14.7%"
"Saudi Arabia","Oil & Gas",2010,0,-0.076990685887113,0.0798935650895383,"0%","-7.7%","8%"
"Serbia","Coal",2010,0,-0.200849765304041,0.218716886738805,"0%","-20.1%","21.9%"
"Serbia","Smelter",2010,0,-0.650767705296062,0.920293599822495,"0%","-65.1%","92%"
"Singapore","Oil & Gas",2010,0,-0.214008193754782,0.235719739046133,"0%","-21.4%","23.6%"
"Slovakia","Coal",2010,0,-0.861121034051949,1.55139246807533,"0%","-86.1%","155.1%"
"South Africa","Coal",2010,0,-0.106574213753639,0.112952394564615,"0%","-10.7%","11.3%"
"South Africa","Smelter",2010,0,-0.465307486130623,0.600604492488656,"0%","-46.5%","60.1%"
"South Korea","Oil & Gas",2010,0,-0.378446862415773,0.444859793035807,"0%","-37.8%","44.5%"
"Spain","Coal",2010,0,-0.2173865904851,0.239728174554197,"0%","-21.7%","24%"
"Syria","Oil & Gas",2010,0,-0.314354369246811,0.369211682465457,"0%","-31.4%","36.9%"
"Taiwan","Oil & Gas",2010,0,-0.466501141373439,0.581365686215294,"0%","-46.7%","58.1%"
"Thailand","Coal",2010,0,-0.508486621922475,0.642504273557026,"0%","-50.8%","64.3%"
"Trinidad","Oil & Gas",2010,0,-0.673976092329086,0.966131346500968,"0%","-67.4%","96.6%"
"Turkey","Coal",2010,0,-0.115425803376054,0.122278286874231,"0%","-11.5%","12.2%"
"Turkey","Oil & Gas",2010,0,-0.508282726469563,0.659657471414255,"0%","-50.8%","66%"
"Turkmenistan","Oil & Gas",2010,0,-0.217776055439712,0.242777014841171,"0%","-21.8%","24.3%"
"UK","Coal",2010,0,-0.753555103927456,1.18554544249409,"0%","-75.4%","118.6%"
"USA","Coal",2010,0,-0.0987943228351694,0.103794580681885,"0%","-9.9%","10.4%"
"Ukraine","Coal",2010,0,-0.133429333231466,0.142252341380269,"0%","-13.3%","14.2%"
"Ukraine","Oil & Gas",2010,0,-1,3.07687511064085,"0%","-100%","307.7%"
"Ukraine","Smelter",2010,0,-0.562797514639926,0.763600370987597,"0%","-56.3%","76.4%"
"United Arab Emirates","Oil & Gas",2010,0,-0.175522804678323,0.188802382603088,"0%","-17.6%","18.9%"
"Uzbekistan","Oil & Gas",2010,0,-0.177039462262258,0.189944394601692,"0%","-17.7%","19%"
"Uzbekistan","Smelter",2010,0,-0.177292768542656,0.19529770276885,"0%","-17.7%","19.5%"
"Venezuela","Coal",2010,0,-0.553143432787575,0.787965524479885,"0%","-55.3%","78.8%"
"Venezuela","Oil & Gas",2010,0,-0.15439267110707,0.164920045283885,"0%","-15.4%","16.5%"
"Zambia","Smelter",2010,0,-0.314858080337017,0.363994636320295,"0%","-31.5%","36.4%"
"Zimbabwe","Coal",2010,0,-0.376000638044125,0.449318222215572,"0%","-37.6%","44.9%"
"Albania","Oil & Gas",2011,0,-1,Inf,"0%","-100%","Inf%"
"Armenia","Smelter",2011,0,-0.679832530789608,0.917998222971709,"0%","-68%","91.8%"
"Aruba","Oil & Gas",2011,0,-0.31098329443385,0.347446771977464,"0%","-31.1%","34.7%"
"Australia","Coal",2011,0,-0.185901185646462,0.20338746060147,"0%","-18.6%","20.3%"
"Australia","Smelter",2011,0,-0.15876097736599,0.172753502627412,"0%","-15.9%","17.3%"
"Bangladesh","Coal",2011,0,-0.923622233354561,1.87137592150919,"0%","-92.4%","187.1%"
"Belarus","Oil & Gas",2011,0,-1,2.75536747881058,"0%","-100%","275.5%"
"Bosnia and Herzegovina","Coal",2011,0,-0.245700512790957,0.279942299055909,"0%","-24.6%","28%"
"Botswana","Coal",2011,0,-0.53307848396043,0.74391804717626,"0%","-53.3%","74.4%"
"Botswana","Smelter",2011,0,-0.213140020774658,0.247008156105073,"0%","-21.3%","24.7%"
"Brazil","Oil & Gas",2011,0,-1,Inf,"0%","-100%","Inf%"
"Brazil","Smelter",2011,0,-0.540661404921611,0.726219371099068,"0%","-54.1%","72.6%"
"Bulgaria","Coal",2011,0,-0.191629798446507,0.210560243340814,"0%","-19.2%","21.1%"
"Canada","Coal",2011,0,-0.447378597134798,0.572579129587537,"0%","-44.7%","57.3%"
"Canada","Oil & Gas",2011,0,-0.603736482546792,0.923668443878464,"0%","-60.4%","92.4%"
"Canada","Smelter",2011,0,-0.326881766551326,0.39387936988704,"0%","-32.7%","39.4%"
"Chile","Smelter",2011,0,-0.3414829425759,0.402511283187335,"0%","-34.1%","40.3%"
"China","Coal",2011,0,-0.0560606867253957,0.0574382211131388,"0%","-5.6%","5.7%"
"China","Oil & Gas",2011,0,-0.530559002336234,0.675332672392577,"0%","-53.1%","67.5%"
"China","Smelter",2011,0,-0.183057916248989,0.201443364065358,"0%","-18.3%","20.1%"
"Colombia","Oil & Gas",2011,0,-0.412969283060403,0.509925534625849,"0%","-41.3%","51%"
"Croatia","Coal",2011,0,-1,Inf,"0%","-100%","Inf%"
"Cuba","Oil & Gas",2011,0,-0.187256895028462,0.206336393326067,"0%","-18.7%","20.6%"
"Cuba","Smelter",2011,0,-0.209740470423678,0.231875104827577,"0%","-21%","23.2%"
"Curacao","Oil & Gas",2011,0,-0.343771734942867,0.411772411221572,"0%","-34.4%","41.2%"
"Cyprus","Oil & Gas",2011,0,-0.898063153377748,1.5795533895495,"0%","-89.8%","158%"
"Czech Republic","Coal",2011,0,-0.877139428082055,1.82596980848737,"0%","-87.7%","182.6%"
"Egypt","Oil & Gas",2011,0,-0.289886025733001,0.327839329390383,"0%","-29%","32.8%"
"Estonia","Oil & Gas",2011,0,-0.894237690807099,1.83696606343195,"0%","-89.4%","183.7%"
"France","Coal",2011,0,-1,Inf,"0%","-100%","Inf%"
"France","Oil & Gas",2011,0,-0.744101909906912,1.23586021748993,"0%","-74.4%","123.6%"
"Georgia","Smelter",2011,0,-0.862301067732122,1.38261378200876,"0%","-86.2%","138.3%"
"Germany","Coal",2011,0,-0.679956641389274,1.05251647454855,"0%","-68%","105.3%"
"Greece","Coal",2011,0,-0.23695600839949,0.272798233600678,"0%","-23.7%","27.3%"
"Greece","Oil & Gas",2011,0,-0.686567045555457,1.02387211264365,"0%","-68.7%","102.4%"
"Guatemala","Oil & Gas",2011,0,-0.563258097434161,0.79030021378432,"0%","-56.3%","79%"
"Honduras","Oil & Gas",2011,0,-0.746761693939072,1.18267748489595,"0%","-74.7%","118.3%"
"India","Coal",2011,0,-0.0449325603479307,0.0459313186944621,"0%","-4.5%","4.6%"
"India","Oil & Gas",2011,0,-0.452024807957183,0.588746918990048,"0%","-45.2%","58.9%"
"India","Smelter",2011,0,-0.246166130176732,0.27766369651194,"0%","-24.6%","27.8%"
"Indonesia","Coal",2011,0,-0.247595329273711,0.277529356022093,"0%","-24.8%","27.8%"
"Indonesia","Smelter",2011,0,-0.360573705779224,0.427948766189627,"0%","-36.1%","42.8%"
"Iran","Coal",2011,0,-0.323012311709633,0.391202383076488,"0%","-32.3%","39.1%"
"Iran","Oil & Gas",2011,0,-0.103383248286239,0.108376049496085,"0%","-10.3%","10.8%"
"Iran","Smelter",2011,0,-0.159147141937359,0.172184088483859,"0%","-15.9%","17.2%"
"Iraq","Oil & Gas",2011,0,-0.162519498279113,0.174949515679736,"0%","-16.3%","17.5%"
"Israel","Coal",2011,0,-0.475806017468848,0.597548649007895,"0%","-47.6%","59.8%"
"Italy","Coal",2011,0,-1,Inf,"0%","-100%","Inf%"
"Italy","Oil & Gas",2011,0,-1,Inf,"0%","-100%","Inf%"
"Jamaica","Smelter",2011,0,-0.299542101251074,0.349466398613382,"0%","-30%","34.9%"
"Jordan","Oil & Gas",2011,0,-0.46759453208932,0.586571812260817,"0%","-46.8%","58.7%"
"Kazakhstan","Coal",2011,0,-0.20532026970578,0.227733132982182,"0%","-20.5%","22.8%"
"Kazakhstan","Oil & Gas",2011,0,-0.391549280948378,0.484115563691516,"0%","-39.2%","48.4%"
"Kazakhstan","Smelter",2011,0,-0.248613099623132,0.281649925766133,"0%","-24.9%","28.2%"
"Kuwait","Oil & Gas",2011,0,-0.130470118782827,0.139139162479341,"0%","-13%","13.9%"
"Lebanon","Oil & Gas",2011,0,-1,2.81611887233745,"0%","-100%","281.6%"
"Macedonia (FYROM)","Coal",2011,0,-0.604934308997785,0.871819253201859,"0%","-60.5%","87.2%"
"Mali","Smelter",2011,0,-0.613873093547798,0.87397818544697,"0%","-61.4%","87.4%"
"Mexico","Coal",2011,0,-0.210607897269489,0.231045447109358,"0%","-21.1%","23.1%"
"Mexico","Oil & Gas",2011,0,-0.0891038478425186,0.0934347517016607,"0%","-8.9%","9.3%"
"Mexico","Smelter",2011,0,-0.696332470230809,1.03822309776098,"0%","-69.6%","103.8%"
"Morocco","Coal",2011,0,-0.306789674457483,0.363682925987467,"0%","-30.7%","36.4%"
"Morocco","Oil & Gas",2011,0,-0.671605292760874,1.02658288998907,"0%","-67.2%","102.7%"
"Namibia","Smelter",2011,0,-0.413500325067047,0.505398863606631,"0%","-41.4%","50.5%"
"Oman","Oil & Gas",2011,0,-0.529309750688915,0.695207145239083,"0%","-52.9%","69.5%"
"Pakistan","Coal",2011,0,-0.42156510545309,0.51523672920498,"0%","-42.2%","51.5%"
"Pakistan","Oil & Gas",2011,0,-0.195309521565376,0.214233736652241,"0%","-19.5%","21.4%"
"Pakistan","Smelter",2011,0,-0.41994472376865,0.507045401462127,"0%","-42%","50.7%"
